Time,E,H,I,R,S
2.08745,123,0,43,15,9819
2.08941,124,0,43,15,9818
2.11585,125,0,43,15,9817
2.13,124,0,44,15,9817
2.13601,125,0,44,15,9816
2.14336,126,0,44,15,9815
2.14753,127,0,44,15,9814
2.14767,126,0,45,15,9814
2.15667,126,0,44,16,9814
2.16186,125,0,45,16,9814
2.17067,125,0,44,17,9814
2.175,126,0,44,17,9813
2.18149,127,0,44,17,9812
2.19048,127,0,43,18,9812
2.19144,126,0,44,18,9812
2.21498,126,0,43,19,9812
2.22294,127,0,43,19,9811
2.231,128,0,43,19,9810
2.23688,129,0,43,19,9809
2.23798,128,0,44,19,9809
2.26084,129,0,44,19,9808
2.26125,130,0,44,19,9807
2.26399,129,0,45,19,9807
2.27648,129,0,44,20,9807
2.27709,128,0,45,20,9807
2.28578,128,0,44,21,9807
2.30091,128,0,43,22,9807
2.31326,127,0,44,22,9807
2.32947,128,0,44,22,9806
2.33493,128,0,43,23,9806
2.35094,129,0,43,23,9805
2.35148,130,0,43,23,9804
2.35887,131,0,43,23,9803
2.3718,130,0,44,23,9803
2.37184,129,0,45,23,9803
2.38338,129,0,44,24,9803
2.40797,130,0,44,24,9802
2.42292,131,0,44,24,9801
2.43078,131,0,43,25,9801
2.43146,132,0,43,25,9800
2.44468,133,0,43,25,9799
2.45966,134,0,43,25,9798
2.46259,134,0,42,26,9798
2.49284,135,0,42,26,9797
2.50355,134,0,43,26,9797
2.50924,134,0,42,27,9797
2.51357,133,0,43,27,9797
2.51884,132,0,44,27,9797
2.51919,133,0,44,27,9796
2.53422,132,0,45,27,9796
2.57002,133,0,45,27,9795
2.57585,132,0,46,27,9795
2.58969,131,0,47,27,9795
2.62776,132,0,47,27,9794
2.65895,133,0,47,27,9793
2.66212,132,0,48,27,9793
2.71073,131,0,49,27,9793
2.7209,132,0,49,27,9792
2.73674,131,0,50,27,9792
2.74683,132,0,50,27,9791
2.76837,132,0,49,28,9791
2.78933,133,0,49,28,9790
2.79828,132,0,50,28,9790
2.81485,132,0,49,29,9790
2.81857,131,0,50,29,9790
2.81997,132,0,50,29,9789
2.82446,133,0,50,29,9788
2.83519,132,0,51,29,9788
2.83727,131,0,52,29,9788
2.84207,130,0,53,29,9788
2.85668,129,0,54,29,9788
2.86079,130,0,54,29,9787
2.86876,129,0,55,29,9787
2.90211,129,0,54,30,9787
2.90344,128,0,55,30,9787
2.93476,129,0,55,30,9786
2.94175,130,0,55,30,9785
2.94433,129,0,56,30,9785
2.9474,130,0,56,30,9784
2.95317,129,0,57,30,9784
2.96626,129,0,56,31,9784
2.98201,130,0,56,31,9783
2.99456,129,0,57,31,9783
3.00251,128,0,58,31,9783
3.0208,129,0,58,31,9782
3.02354,130,0,58,31,9781
3.02945,130,0,57,32,9781
3.03734,131,0,57,32,9780
3.03953,132,0,57,32,9779
3.04467,131,0,58,32,9779
3.04864,131,0,57,33,9779
3.0669,131,0,56,34,9779
3.06782,131,0,55,35,9779
3.07856,132,0,55,35,9778
3.08134,131,0,56,35,9778
3.08185,130,0,57,35,9778
3.09661,131,0,57,35,9777
3.10167,130,0,58,35,9777
3.12954,131,0,58,35,9776
3.13141,132,0,58,35,9775
3.14194,133,0,58,35,9774
3.15099,132,0,59,35,9774
3.15537,131,0,60,35,9774
3.16468,131,0,59,36,9774
3.17938,131,0,58,37,9774
3.19301,132,0,58,37,9773
3.22423,133,0,58,37,9772
3.2296,132,0,59,37,9772
3.23655,131,0,60,37,9772
3.24705,132,0,60,37,9771
3.27282,133,0,60,37,9770
3.27522,134,0,60,37,9769
3.28961,135,0,60,37,9768
3.29984,136,0,60,37,9767
3.30185,137,0,60,37,9766
3.31501,136,0,61,37,9766
3.32558,137,0,61,37,9765
3.35253,136,0,62,37,9765
3.36437,137,0,62,37,9764
3.36789,138,0,62,37,9763
3.37295,138,0,61,38,9763
3.37355,139,0,61,38,9762
3.39501,140,0,61,38,9761
3.40942,141,0,61,38,9760
3.41201,142,0,61,38,9759
3.42889,143,0,61,38,9758
3.44666,144,0,61,38,9757
3.45054,145,0,61,38,9756
3.46455,144,0,62,38,9756
3.46641,145,0,62,38,9755
3.4698,145,0,61,39,9755
3.48449,146,0,61,39,9754
3.50201,147,0,61,39,9753
3.51422,148,0,61,39,9752
3.52678,149,0,61,39,9751
3.52986,148,0,62,39,9751
3.5416,147,0,63,39,9751
3.55348,146,0,64,39,9751
3.56095,146,0,63,40,9751
3.56133,147,0,63,40,9750
3.56611,146,0,64,40,9750
3.57592,147,0,64,40,9749
3.58186,147,0,63,41,9749
3.59984,146,0,64,41,9749
3.60979,147,0,64,41,9748
3.62187,148,0,64,41,9747
3.62419,149,0,64,41,9746
3.63031,148,0,65,41,9746
3.63859,148,0,64,42,9746
3.65271,149,0,64,42,9745
3.65473,150,0,64,42,9744
3.65867,149,0,65,42,9744
3.68159,149,0,64,43,9744
3.68338,150,0,64,43,9743
3.68837,149,0,65,43,9743
3.71463,150,0,65,43,9742
3.7202,151,0,65,43,9741
3.72992,150,0,66,43,9741
3.74148,150,0,65,44,9741
3.75179,149,0,66,44,9741
3.764,150,0,66,44,9740
3.76686,151,0,66,44,9739
3.77782,152,0,66,44,9738
3.80241,153,0,66,44,9737
3.80589,154,0,66,44,9736
3.82305,155,0,66,44,9735
3.84419,155,0,65,45,9735
3.84506,155,0,64,46,9735
3.86739,156,0,64,46,9734
3.87093,156,0,63,47,9734
3.8862,156,0,62,48,9734
3.89271,157,0,62,48,9733
3.89764,158,0,62,48,9732
3.90657,159,0,62,48,9731
3.91431,159,0,61,49,9731
3.92881,160,0,61,49,9730
3.93015,161,0,61,49,9729
3.93058,160,0,62,49,9729
3.93619,159,0,63,49,9729
3.95109,160,0,63,49,9728
3.95584,160,0,62,50,9728
3.96152,159,0,63,50,9728
3.96273,160,0,63,50,9727
3.99249,161,0,63,50,9726
4.00571,160,0,64,50,9726
4.00607,160,0,63,51,9726
4.00911,159,0,64,51,9726
4.01271,160,0,64,51,9725
4.01329,159,0,65,51,9725
4.02309,160,0,65,51,9724
4.02328,161,0,65,51,9723
4.04816,160,0,66,51,9723
4.07655,159,0,67,51,9723
4.08658,160,0,67,51,9722
4.09172,161,0,67,51,9721
4.11151,160,0,68,51,9721
4.12313,161,0,68,51,9720
4.13461,161,0,67,52,9720
4.1379,162,0,67,52,9719
4.14284,162,0,66,53,9719
4.1462,161,0,67,53,9719
4.1633,162,0,67,53,9718
4.16556,161,0,68,53,9718
4.17581,160,0,69,53,9718
4.2025,161,0,69,53,9717
4.20329,160,0,70,53,9717
4.22527,160,0,69,54,9717
4.26525,160,0,68,55,9717
4.2707,161,0,68,55,9716
4.27984,162,0,68,55,9715
4.28083,163,0,68,55,9714
4.28254,162,0,69,55,9714
4.2832,162,0,68,56,9714
4.2853,162,0,67,57,9714
4.30952,163,0,67,57,9713
4.31566,162,0,68,57,9713
4.31909,161,0,69,57,9713
4.32062,162,0,69,57,9712
4.3255,163,0,69,57,9711
4.34495,162,0,70,57,9711
4.34955,163,0,70,57,9710
4.3749,164,0,70,57,9709
4.37496,164,0,69,58,9709
4.37586,163,0,70,58,9709
4.38244,162,0,71,58,9709
4.38906,163,0,71,58,9708
4.3896,164,0,71,58,9707
4.4085,163,0,72,58,9707
4.41463,164,0,72,58,9706
4.42547,165,0,72,58,9705
4.42771,165,0,71,59,9705
4.43353,164,0,72,59,9705
4.44407,165,0,72,59,9704
4.44987,165,0,71,60,9704
4.45087,165,0,70,61,9704
4.46213,165,0,69,62,9704
4.46703,164,0,70,62,9704
4.46796,163,0,71,62,9704
4.49358,162,0,72,62,9704
4.50281,161,0,73,62,9704
4.50311,160,0,74,62,9704
4.50329,161,0,74,62,9703
4.51094,162,0,74,62,9702
4.51988,161,0,75,62,9702
4.52267,162,0,75,62,9701
4.52483,161,0,76,62,9701
4.52511,162,0,76,62,9700
4.52532,162,0,75,63,9700
4.53592,162,0,74,64,9700
4.58076,163,0,74,64,9699
4.58088,164,0,74,64,9698
4.58225,163,0,75,64,9698
4.60253,162,0,76,64,9698
4.60686,161,0,77,64,9698
4.61198,160,0,78,64,9698
4.61213,161,0,78,64,9697
4.6252,160,0,79,64,9697
4.62794,160,0,78,65,9697
4.64766,159,0,79,65,9697
4.65225,160,0,79,65,9696
4.66564,161,0,79,65,9695
4.68085,160,0,80,65,9695
4.68361,159,0,81,65,9695
4.69223,159,0,80,66,9695
4.69431,158,0,81,66,9695
4.69488,159,0,81,66,9694
4.71009,158,0,82,66,9694
4.71083,157,0,83,66,9694
4.71215,158,0,83,66,9693
4.72214,157,0,84,66,9693
4.72581,156,0,85,66,9693
4.73201,157,0,85,66,9692
4.7361,158,0,85,66,9691
4.73967,158,0,84,67,9691
4.77595,157,0,85,67,9691
4.78587,158,0,85,67,9690
4.79191,158,0,84,68,9690
4.80521,159,0,84,68,9689
4.80794,159,0,83,69,9689
4.81344,158,0,84,69,9689
4.81813,159,0,84,69,9688
4.82556,158,0,85,69,9688
4.84046,159,0,85,69,9687
4.84279,159,0,84,70,9687
4.84949,159,0,83,71,9687
4.8539,160,0,83,71,9686
4.85542,160,0,82,72,9686
4.86556,159,0,83,72,9686
4.86947,160,0,83,72,9685
4.8768,159,0,84,72,9685
4.88783,160,0,84,72,9684
4.90515,160,0,83,73,9684
4.92594,159,0,84,73,9684
4.92843,158,0,85,73,9684
4.92913,158,0,84,74,9684
4.93635,159,0,84,74,9683
4.94356,160,0,84,74,9682
4.95729,160,0,83,75,9682
4.95974,160,0,82,76,9682
4.96041,161,0,82,76,9681
4.96314,162,0,82,76,9680
4.96997,163,0,82,76,9679
4.98898,162,0,83,76,9679
4.98979,161,0,84,76,9679
4.99122,161,0,83,77,9679
4.99255,161,0,82,78,9679
4.99278,162,0,82,78,9678
4.99605,163,0,82,78,9677
5.00937,163,0,81,79,9677
5.00976,162,0,82,79,9677
5.02364,163,0,82,79,9676
5.02593,162,0,83,79,9676
5.03392,163,0,83,79,9675
5.05818,164,0,83,79,9674
5.0754,165,0,83,79,9673
5.10816,166,0,83,79,9672
5.11776,167,0,83,79,9671
5.12272,167,0,82,80,9671
5.12831,168,0,82,80,9670
5.13806,167,0,83,80,9670
5.14378,168,0,83,80,9669
5.15393,169,0,83,80,9668
5.15639,170,0,83,80,9667
5.17004,171,0,83,80,9666
5.19462,170,0,84,80,9666
5.19544,171,0,84,80,9665
5.19985,172,0,84,80,9664
5.20106,172,0,83,81,9664
5.2147,171,0,84,81,9664
5.22058,170,0,85,81,9664
5.25188,171,0,85,81,9663
5.26466,170,0,86,81,9663
5.27389,169,0,87,81,9663
5.27406,170,0,87,81,9662
5.28219,171,0,87,81,9661
5.29411,170,0,88,81,9661
5.30254,171,0,88,81,9660
5.30365,172,0,88,81,9659
5.30636,173,0,88,81,9658
5.30909,172,0,89,81,9658
5.30921,173,0,89,81,9657
5.31365,172,0,90,81,9657
5.31794,172,0,89,82,9657
5.32604,173,0,89,82,9656
5.3306,173,0,88,83,9656
5.3338,173,0,87,84,9656
5.3393,172,0,88,84,9656
5.34814,173,0,88,84,9655
5.37181,172,0,89,84,9655
5.37639,173,0,89,84,9654
5.37863,174,0,89,84,9653
5.37865,175,0,89,84,9652
5.37916,176,0,89,84,9651
5.39187,177,0,89,84,9650
5.39437,178,0,89,84,9649
5.39764,178,0,88,85,9649
5.40651,178,0,87,86,9649
5.40867,179,0,87,86,9648
5.41156,178,0,88,86,9648
5.43353,179,0,88,86,9647
5.43893,178,0,89,86,9647
5.43983,179,0,89,86,9646
5.45971,179,0,88,87,9646
5.46159,180,0,88,87,9645
5.46898,180,0,87,88,9645
5.47234,181,0,87,88,9644
5.47611,180,0,88,88,9644
5.48478,179,0,89,88,9644
5.51904,180,0,89,88,9643
5.52028,180,0,88,89,9643
5.5212,179,0,89,89,9643
5.53579,180,0,89,89,9642
5.55772,181,0,89,89,9641
5.56609,182,0,89,89,9640
5.58767,182,0,88,90,9640
5.58811,183,0,88,90,9639
5.59704,184,0,88,90,9638
5.63004,185,0,88,90,9637
5.63095,185,0,87,91,9637
5.64802,186,0,87,91,9636
5.65361,185,0,88,91,9636
5.66594,184,0,89,91,9636
5.6753,185,0,89,91,9635
5.68162,186,0,89,91,9634
5.6898,187,0,89,91,9633
5.69944,186,0,90,91,9633
5.70069,186,0,89,92,9633
5.70191,187,0,89,92,9632
5.71322,188,0,89,92,9631
5.72775,189,0,89,92,9630
5.72864,190,0,89,92,9629
5.73174,191,0,89,92,9628
5.74154,192,0,89,92,9627
5.74404,191,0,90,92,9627
5.75828,192,0,90,92,9626
5.80489,192,0,89,93,9626
5.80931,193,0,89,93,9625
5.81754,192,0,90,93,9625
5.82697,191,0,91,93,9625
5.83153,192,0,91,93,9624
5.83316,192,0,90,94,9624
5.86573,193,0,90,94,9623
5.87176,194,0,90,94,9622
5.87853,193,0,91,94,9622
5.8913,192,0,92,94,9622
5.91747,193,0,92,94,9621
5.92091,194,0,92,94,9620
5.93569,195,0,92,94,9619
5.95066,195,0,91,95,9619
5.95362,196,0,91,95,9618
5.96477,197,0,91,95,9617
5.96772,196,0,92,95,9617
5.9698,195,0,93,95,9617
5.9705,196,0,93,95,9616
5.9893,195,0,94,95,9616
5.99442,196,0,94,95,9615
5.99516,197,0,94,95,9614
6.00221,197,0,93,96,9614
6.00273,197,0,92,97,9614
6.00371,197,0,91,98,9614
6.00437,197,0,90,99,9614
6.00689,198,0,90,99,9613
6.02712,197,0,91,99,9613
6.02872,196,0,92,99,9613
6.04217,197,0,92,99,9612
6.06302,198,0,92,99,9611
6.06823,198,0,91,100,9611
6.07921,197,0,92,100,9611
6.08817,198,0,92,100,9610
6.09095,197,0,93,100,9610
6.09536,196,0,94,100,9610
6.10808,195,0,95,100,9610
6.1182,196,0,95,100,9609
6.12443,197,0,95,100,9608
6.1382,198,0,95,100,9607
6.13893,199,0,95,100,9606
6.14619,200,0,95,100,9605
6.15653,201,0,95,100,9604
6.16094,202,0,95,100,9603
6.17143,202,0,94,101,9603
6.17839,203,0,94,101,9602
6.20189,204,0,94,101,9601
6.2117,204,0,93,102,9601
6.22736,205,0,93,102,9600
6.24434,206,0,93,102,9599
6.24496,207,0,93,102,9598
6.25802,206,0,94,102,9598
6.25822,207,0,94,102,9597
6.25915,208,0,94,102,9596
6.26099,209,0,94,102,9595
6.27764,209,0,93,103,9595
6.28373,210,0,93,103,9594
6.28473,211,0,93,103,9593
6.29126,210,0,94,103,9593
6.29558,210,0,93,104,9593
6.3143,211,0,93,104,9592
6.32177,211,0,92,105,9592
6.32185,211,0,91,106,9592
6.32963,210,0,92,106,9592
6.33101,211,0,92,106,9591
6.34022,210,0,93,106,9591
6.34457,211,0,93,106,9590
6.34863,212,0,93,106,9589
6.34868,212,0,92,107,9589
6.35091,213,0,92,107,9588
6.3534,214,0,92,107,9587
6.3587,214,0,91,108,9587
6.37718,214,0,90,109,9587
6.38286,214,0,89,110,9587
6.38856,215,0,89,110,9586
6.40205,215,0,88,111,9586
6.4063,216,0,88,111,9585
6.40903,216,0,87,112,9585
6.42356,216,0,86,113,9585
6.42749,217,0,86,113,9584
6.4355,216,0,87,113,9584
6.43636,217,0,87,113,9583
6.44831,216,0,88,113,9583
6.45578,216,0,87,114,9583
6.45796,215,0,88,114,9583
6.45879,216,0,88,114,9582
6.4669,215,0,89,114,9582
6.49228,216,0,89,114,9581
6.49979,215,0,90,114,9581
6.51741,214,0,91,114,9581
6.52111,214,0,90,115,9581
6.53139,215,0,90,115,9580
6.55376,214,0,91,115,9580
6.55756,215,0,91,115,9579
6.56758,216,0,91,115,9578
6.56773,215,0,92,115,9578
6.56894,216,0,92,115,9577
6.58636,217,0,92,115,9576
6.59257,218,0,92,115,9575
6.59431,219,0,92,115,9574
6.59829,218,0,93,115,9574
6.60602,217,0,94,115,9574
6.61553,218,0,94,115,9573
6.61767,217,0,95,115,9573
6.62395,216,0,96,115,9573
6.62518,216,0,95,116,9573
6.62717,217,0,95,116,9572
6.62836,218,0,95,116,9571
6.63424,217,0,96,116,9571
6.63548,217,0,95,117,9571
6.64152,216,0,96,117,9571
6.66123,217,0,96,117,9570
6.66972,216,0,97,117,9570
6.68113,217,0,97,117,9569
6.71779,217,0,96,118,9569
6.71799,218,0,96,118,9568
6.72191,219,0,96,118,9567
6.72981,218,0,97,118,9567
6.73943,217,0,98,118,9567
6.74203,216,0,99,118,9567
6.74712,217,0,99,118,9566
6.7567,217,0,98,119,9566
6.76372,216,0,99,119,9566
6.76455,215,0,100,119,9566
6.77171,215,0,99,120,9566
6.77183,215,0,98,121,9566
6.79537,216,0,98,121,9565
6.79784,216,0,97,122,9565
6.80059,217,0,97,122,9564
6.80558,216,0,98,122,9564
6.80654,216,0,97,123,9564
6.80743,217,0,97,123,9563
6.81372,216,0,98,123,9563
6.81494,217,0,98,123,9562
6.82076,218,0,98,123,9561
6.82079,217,0,99,123,9561
6.84318,217,0,98,124,9561
6.84845,217,0,97,125,9561
6.8493,218,0,97,125,9560
6.85021,219,0,97,125,9559
6.85725,220,0,97,125,9558
6.85807,220,0,96,126,9558
6.86456,221,0,96,126,9557
6.87302,222,0,96,126,9556
6.8808,221,0,97,126,9556
6.89166,220,0,98,126,9556
6.89551,221,0,98,126,9555
6.89588,222,0,98,126,9554
6.90606,221,0,99,126,9554
6.92883,220,0,100,126,9554
6.9293,220,0,99,127,9554
6.94665,219,0,100,127,9554
6.95323,218,0,101,127,9554
6.95982,217,0,102,127,9554
6.96179,218,0,102,127,9553
6.97383,219,0,102,127,9552
6.97549,218,0,103,127,9552
6.97653,219,0,103,127,9551
6.9791,220,0,103,127,9550
6.9914,221,0,103,127,9549
7.01959,220,0,104,127,9549
7.02049,221,0,104,127,9548
7.02289,221,0,103,128,9548
7.03307,222,0,103,128,9547
7.03422,221,0,104,128,9547
7.04469,220,0,105,128,9547
7.04564,221,0,105,128,9546
7.04631,221,0,104,129,9546
7.05418,221,0,103,130,9546
7.07158,222,0,103,130,9545
7.07958,223,0,103,130,9544
7.08075,224,0,103,130,9543
7.08919,225,0,103,130,9542
7.0946,225,0,102,131,9542
7.09563,226,0,102,131,9541
7.10399,227,0,102,131,9540
7.11544,228,0,102,131,9539
7.11744,227,0,103,131,9539
7.12213,226,0,104,131,9539
7.13714,225,0,105,131,9539
7.13715,225,0,104,132,9539
7.13803,226,0,104,132,9538
7.13905,227,0,104,132,9537
7.14275,227,0,103,133,9537
7.14938,228,0,103,133,9536
7.15301,229,0,103,133,9535
7.15797,230,0,103,133,9534
7.16182,231,0,103,133,9533
7.17637,232,0,103,133,9532
7.18127,233,0,103,133,9531
7.20443,234,0,103,133,9530
7.21904,235,0,103,133,9529
7.22118,235,0,102,134,9529
7.22338,234,0,103,134,9529
7.22435,235,0,103,134,9528
7.2328,236,0,103,134,9527
7.2342,237,0,103,134,9526
7.245,238,0,103,134,9525
7.24766,238,0,102,135,9525
7.2522,239,0,102,135,9524
7.25239,240,0,102,135,9523
7.25314,241,0,102,135,9522
7.2544,242,0,102,135,9521
7.26379,243,0,102,135,9520
7.2664,244,0,102,135,9519
7.2689,245,0,102,135,9518
7.27795,244,0,103,135,9518
7.2801,245,0,103,135,9517
7.28207,246,0,103,135,9516
7.28498,246,0,102,136,9516
7.29846,245,0,103,136,9516
7.30255,245,0,102,137,9516
7.30908,246,0,102,137,9515
7.31592,246,0,101,138,9515
7.31758,245,0,102,138,9515
7.32066,246,0,102,138,9514
7.33407,245,0,103,138,9514
7.34058,245,0,102,139,9514
7.34095,246,0,102,139,9513
7.35543,246,0,101,140,9513
7.37907,247,0,101,140,9512
7.38582,248,0,101,140,9511
7.3934,249,0,101,140,9510
7.39836,249,0,100,141,9510
7.40015,249,0,99,142,9510
7.42994,248,0,100,142,9510
7.44021,249,0,100,142,9509
7.44164,250,0,100,142,9508
7.44271,250,0,99,143,9508
7.45066,251,0,99,143,9507
7.45547,250,0,100,143,9507
7.46107,250,0,99,144,9507
7.47197,251,0,99,144,9506
7.49087,252,0,99,144,9505
7.49662,253,0,99,144,9504
7.50138,254,0,99,144,9503
7.50849,255,0,99,144,9502
7.51577,254,0,100,144,9502
7.51686,255,0,100,144,9501
7.52994,254,0,101,144,9501
7.5364,254,0,100,145,9501
7.53782,255,0,100,145,9500
7.54231,254,0,101,145,9500
7.55454,254,0,100,146,9500
7.56247,255,0,100,146,9499
7.57177,256,0,100,146,9498
7.58085,256,0,99,147,9498
7.58165,257,0,99,147,9497
7.59036,257,0,98,148,9497
7.59385,256,0,99,148,9497
7.60237,255,0,100,148,9497
7.60319,254,0,101,148,9497
7.62386,255,0,101,148,9496
7.62429,254,0,102,148,9496
7.62682,254,0,101,149,9496
7.63607,255,0,101,149,9495
7.63831,255,0,100,150,9495
7.63852,254,0,101,150,9495
7.66072,253,0,102,150,9495
7.66533,254,0,102,150,9494
7.66756,255,0,102,150,9493
7.6688,256,0,102,150,9492
7.67128,257,0,102,150,9491
7.67239,258,0,102,150,9490
7.68184,259,0,102,150,9489
7.69287,258,0,103,150,9489
7.70065,257,0,104,150,9489
7.70159,256,0,105,150,9489
7.70729,257,0,105,150,9488
7.70936,256,0,106,150,9488
7.72412,257,0,106,150,9487
7.72907,256,0,107,150,9487
7.74097,255,0,108,150,9487
7.74459,255,0,107,151,9487
7.74549,254,0,108,151,9487
7.74594,255,0,108,151,9486
7.74697,256,0,108,151,9485
7.75358,256,0,107,152,9485
7.75686,255,0,108,152,9485
7.75718,256,0,108,152,9484
7.75884,257,0,108,152,9483
7.76651,256,0,109,152,9483
7.7901,257,0,109,152,9482
7.80377,258,0,109,152,9481
7.80533,258,0,108,153,9481
7.8062,259,0,108,153,9480
7.80621,258,0,109,153,9480
7.81516,259,0,109,153,9479
7.8214,260,0,109,153,9478
7.82814,259,0,110,153,9478
7.83126,258,0,111,153,9478
7.83323,257,0,112,153,9478
7.84173,256,0,113,153,9478
7.842,255,0,114,153,9478
7.84341,256,0,114,153,9477
7.84389,256,0,113,154,9477
7.84756,257,0,113,154,9476
7.84829,257,0,112,155,9476
7.86587,258,0,112,155,9475
7.86774,259,0,112,155,9474
7.87106,258,0,113,155,9474
7.87495,257,0,114,155,9474
7.87688,258,0,114,155,9473
7.89273,259,0,114,155,9472
7.90384,260,0,114,155,9471
7.91082,261,0,114,155,9470
7.91355,262,0,114,155,9469
7.9336,263,0,114,155,9468
7.93509,264,0,114,155,9467
7.94279,265,0,114,155,9466
7.9443,264,0,115,155,9466
7.94875,265,0,115,155,9465
7.95174,265,0,114,156,9465
7.95622,265,0,113,157,9465
7.95992,266,0,113,157,9464
7.96842,266,0,112,158,9464
7.9703,265,0,113,158,9464
7.98788,266,0,113,158,9463
7.98895,267,0,113,158,9462
7.98961,268,0,113,158,9461
7.99046,268,0,112,159,9461
8.00077,269,0,112,159,9460
8.0049,270,0,112,159,9459
8.00669,270,0,111,160,9459
8.01434,269,0,112,160,9459
8.01597,270,0,112,160,9458
8.01726,270,0,111,161,9458
8.03626,271,0,111,161,9457
8.03832,272,0,111,161,9456
8.05311,273,0,111,161,9455
8.06506,273,0,110,162,9455
8.06623,272,0,111,162,9455
8.0665,271,0,112,162,9455
8.08043,272,0,112,162,9454
8.08069,272,0,111,163,9454
8.08178,271,0,112,163,9454
8.09151,270,0,113,163,9454
8.10041,271,0,113,163,9453
8.10455,272,0,113,163,9452
8.10638,271,0,114,163,9452
8.10967,271,0,113,164,9452
8.11921,270,0,114,164,9452
8.1262,269,0,115,164,9452
8.12699,270,0,115,164,9451
8.12834,270,0,114,165,9451
8.12872,269,0,115,165,9451
8.14004,270,0,115,165,9450
8.14306,270,0,114,166,9450
8.14344,269,0,115,166,9450
8.15426,269,0,114,167,9450
8.15681,270,0,114,167,9449
8.16307,271,0,114,167,9448
8.16482,270,0,115,167,9448
8.173,270,0,114,168,9448
8.1772,270,0,113,169,9448
8.1795,271,0,113,169,9447
8.18208,272,0,113,169,9446
8.19924,273,0,113,169,9445
8.20831,272,0,114,169,9445
8.21459,272,0,113,170,9445
8.21484,272,0,112,171,9445
8.21736,271,0,113,171,9445
8.24295,272,0,113,171,9444
8.24513,273,0,113,171,9443
8.24588,274,0,113,171,9442
8.25058,275,0,113,171,9441
8.25774,274,0,114,171,9441
8.26678,274,0,113,172,9441
8.27693,274,0,112,173,9441
8.27731,275,0,112,173,9440
8.2832,275,0,111,174,9440
8.28342,276,0,111,174,9439
8.28516,277,0,111,174,9438
8.29133,278,0,111,174,9437
8.29279,277,0,112,174,9437
8.29297,276,0,113,174,9437
8.29656,276,0,112,175,9437
8.29676,275,0,113,175,9437
