Time,A,C,DA,DR,D_A,D_R,MA,MR,R
0.0794262,1,0,1,1,0,0,1,0,0
0.0931947,1,0,1,1,0,0,2,0,0
0.0946448,1,0,1,1,0,0,3,0,0
0.0991244,2,0,1,1,0,0,3,0,0
0.0996839,3,0,1,1,0,0,3,0,0
0.111271,4,0,1,1,0,0,3,0,0
0.120792,5,0,1,1,0,0,3,0,0
0.12214,5,0,1,1,0,0,4,0,0
0.123674,5,0,1,1,0,0,5,0,0
0.124135,6,0,1,1,0,0,5,0,0
0.12841,7,0,1,1,0,0,5,0,0
0.130528,8,0,1,1,0,0,5,0,0
0.130641,9,0,1,1,0,0,5,0,0
0.137041,10,0,1,1,0,0,5,0,0
0.137792,11,0,1,1,0,0,5,0,0
0.138423,11,0,1,1,0,0,6,0,0
0.146387,12,0,1,1,0,0,6,0,0
0.146637,12,0,1,1,0,0,7,0,0
0.148171,13,0,1,1,0,0,7,0,0
0.149079,14,0,1,1,0,0,7,0,0
0.149489,15,0,1,1,0,0,7,0,0
0.149734,15,0,1,1,0,0,6,0,0
0.152382,16,0,1,1,0,0,6,0,0
0.153532,17,0,1,1,0,0,6,0,0
0.153929,18,0,1,1,0,0,6,0,0
0.157185,18,0,1,1,0,0,7,0,0
0.160071,19,0,1,1,0,0,7,0,0
0.16188,20,0,1,1,0,0,7,0,0
0.171623,20,0,1,1,0,0,6,0,0
0.17238,21,0,1,1,0,0,6,0,0
0.172485,22,0,1,1,0,0,6,0,0
0.174836,22,0,1,1,0,0,5,0,0
0.178291,23,0,1,1,0,0,5,0,0
0.18625,24,0,1,1,0,0,5,0,0
0.18748,25,0,1,1,0,0,5,0,0
0.188042,26,0,1,1,0,0,5,0,0
0.189392,27,0,1,1,0,0,5,0,0
0.189623,27,0,1,1,0,0,6,0,0
0.190484,28,0,1,1,0,0,6,0,0
0.191381,29,0,1,1,0,0,6,0,0
0.192551,30,0,1,1,0,0,6,0,0
0.197481,31,0,1,1,0,0,6,0,0
0.200049,31,0,1,1,0,0,5,0,0
0.200834,31,0,1,1,0,0,4,0,0
0.210374,31,0,1,1,0,0,3,0,0
0.211165,30,0,0,1,1,0,3,0,0
0.213176,30,0,0,1,1,0,4,0,0
0.213338,30,0,0,1,1,0,5,0,0
0.213513,30,0,0,1,1,0,6,0,0
0.213704,29,0,0,1,1,0,6,0,0
0.214046,29,0,0,1,1,0,7,0,0
0.214549,29,0,0,1,1,0,8,0,0
0.21592,29,0,0,1,1,0,9,0,0
0.216116,29,0,0,1,1,0,10,0,0
0.216944,29,0,0,1,1,0,9,0,0
0.217247,30,0,0,1,1,0,9,0,0
0.217459,31,0,0,1,1,0,9,0,0
0.217685,31,0,0,1,1,0,8,0,0
0.218932,31,0,0,1,1,0,9,0,0
0.219151,32,0,0,1,1,0,9,0,0
0.219554,33,0,0,1,1,0,9,0,0
0.220323,34,0,0,1,1,0,9,0,0
0.220639,34,0,0,1,1,0,10,0,0
0.221539,34,0,0,1,1,0,11,0,0
0.22242,34,0,0,1,1,0,12,0,0
0.222507,34,0,0,1,1,0,13,0,0
0.222557,34,0,0,1,1,0,14,0,0
0.223074,34,0,0,1,1,0,13,0,0
0.223743,35,0,0,1,1,0,13,0,0
0.224374,35,0,0,1,1,0,14,0,0
0.224851,35,0,0,1,1,0,15,0,0
0.225962,36,0,0,1,1,0,15,0,0
0.226825,36,0,0,1,1,0,16,0,0
0.229285,37,0,0,1,1,0,16,0,0
0.230012,37,0,0,1,1,0,15,0,0
0.231659,38,0,0,1,1,0,15,0,0
0.233002,39,0,0,1,1,0,15,0,0
0.233266,40,0,0,1,1,0,15,0,0
0.23403,41,0,0,1,1,0,15,0,0
0.236499,41,0,0,1,1,0,16,0,0
0.237586,41,0,0,1,1,0,17,0,0
0.239171,41,0,0,1,1,0,18,0,0
0.239606,41,0,0,1,1,0,19,0,0
0.239954,42,0,0,1,1,0,19,0,0
0.24057,43,0,0,1,1,0,19,0,0
0.240687,44,0,1,1,0,0,19,0,0
0.24223,43,0,0,1,1,0,19,0,0
0.243143,44,0,0,1,1,0,19,0,0
0.243478,44,0,0,1,1,0,20,0,0
0.243544,45,0,0,1,1,0,20,0,0
0.243546,45,0,0,1,1,0,21,0,0
0.244297,46,0,0,1,1,0,21,0,0
0.24446,47,0,0,1,1,0,21,0,0
0.244784,48,0,0,1,1,0,21,0,0
0.244842,49,0,0,1,1,0,21,0,0
0.245507,50,0,0,1,1,0,21,0,0
0.245721,50,0,0,1,1,0,22,0,0
0.245726,51,0,0,1,1,0,22,0,0
0.246038,52,0,0,1,1,0,22,0,0
0.246529,53,0,0,1,1,0,22,0,0
0.247408,53,0,0,1,1,0,23,0,0
0.248561,54,0,0,1,1,0,23,0,0
0.248728,55,0,0,1,1,0,23,0,0
0.249077,55,0,0,1,1,0,24,0,0
0.249195,56,0,0,1,1,0,24,0,0
0.249278,57,0,1,1,0,0,24,0,0
0.250981,56,0,1,0,0,1,24,0,0
0.251154,57,0,1,0,0,1,24,0,0
0.251543,58,0,1,0,0,1,24,0,0
0.252761,59,0,1,0,0,1,24,0,0
0.253336,60,0,1,0,0,1,24,0,0
0.253336,61,0,1,0,0,1,24,0,0
0.253471,62,0,1,0,0,1,24,0,0
0.253985,63,0,1,0,0,1,24,0,0
0.25576,64,0,1,0,0,1,24,0,0
0.255975,64,0,1,0,0,1,24,1,0
0.256063,65,0,1,0,0,1,24,1,0
0.256239,66,0,1,0,0,1,24,1,0
0.256778,66,0,1,0,0,1,23,1,0
0.257026,67,0,1,0,0,1,23,1,0
0.257921,68,0,1,0,0,1,23,1,0
0.258174,69,0,1,0,0,1,23,1,0
0.259371,69,0,1,0,0,1,22,1,0
0.26038,68,0,1,0,0,1,22,1,0
0.260489,69,0,1,0,0,1,22,1,0
0.260494,70,0,1,0,0,1,22,1,0
0.260711,71,0,1,0,0,1,22,1,0
0.2609,71,0,1,0,0,1,22,2,0
0.261475,72,0,1,0,0,1,22,2,0
0.261584,73,0,1,0,0,1,22,2,0
0.262469,74,0,1,0,0,1,22,2,0
0.262613,75,0,1,0,0,1,22,2,0
0.262695,76,0,1,0,0,1,22,2,0
0.263652,76,0,1,0,0,1,22,3,0
0.265389,77,0,1,0,0,1,22,3,0
0.266184,76,0,1,0,0,1,22,3,0
0.266515,77,0,1,0,0,1,22,3,0
0.266794,78,0,1,0,0,1,22,3,0
0.267878,79,0,1,0,0,1,22,3,0
0.267907,80,0,1,0,0,1,22,3,0
0.269346,81,0,1,0,0,1,22,3,0
0.271702,82,0,1,0,0,1,22,3,0
0.272875,83,0,1,1,0,0,22,3,0
0.273035,84,0,1,1,0,0,22,3,0
0.273039,83,0,0,1,1,0,22,3,0
0.273211,82,0,0,0,1,1,22,3,0
0.273213,83,0,0,0,1,1,22,3,0
0.273754,84,0,0,0,1,1,22,3,0
0.273848,84,0,0,0,1,1,21,3,0
0.275777,84,0,0,0,1,1,22,3,0
0.276096,84,0,0,0,1,1,23,3,0
0.276132,84,0,0,0,1,1,24,3,0
0.276277,85,0,0,0,1,1,24,3,0
0.276433,85,0,0,0,1,1,23,3,0
0.276556,85,0,0,0,1,1,24,3,0
0.277025,86,0,0,0,1,1,24,3,0
0.277326,86,0,0,0,1,1,25,3,0
0.277763,86,0,0,0,1,1,26,3,0
0.278365,87,0,0,0,1,1,26,3,0
0.278504,88,0,0,0,1,1,26,3,0
0.279681,89,0,0,0,1,1,26,3,0
0.279706,90,0,0,0,1,1,26,3,0
0.280438,90,0,0,0,1,1,27,3,0
0.281743,91,0,0,0,1,1,27,3,0
0.281937,91,0,0,0,1,1,28,3,0
0.28199,92,0,0,0,1,1,28,3,0
0.281993,92,0,0,0,1,1,29,3,0
0.282471,93,0,0,0,1,1,29,3,0
0.282702,93,0,0,0,1,1,28,3,0
0.283166,94,0,0,0,1,1,28,3,0
0.283841,95,0,0,0,1,1,28,3,0
0.283894,96,0,0,0,1,1,28,3,0
0.284215,97,0,0,1,1,0,28,3,0
0.284397,97,0,0,1,1,0,29,3,0
0.284411,97,0,0,1,1,0,30,3,0
0.284451,97,0,0,1,1,0,31,3,0
0.285043,96,0,0,0,1,1,31,3,0
0.285051,96,0,0,0,1,1,30,3,0
0.285559,97,0,0,0,1,1,30,3,0
0.285567,97,0,0,0,1,1,30,4,0
0.286016,97,0,0,0,1,1,31,4,0
0.286784,98,0,0,1,1,0,31,4,0
0.287387,99,0,0,1,1,0,31,4,0
0.287481,99,0,0,1,1,0,30,4,0
0.288314,98,0,0,0,1,1,30,4,0
0.28866,98,0,0,0,1,1,29,4,0
0.288684,98,0,0,0,1,1,30,4,0
0.288696,99,0,0,0,1,1,30,4,0
0.288951,99,0,0,0,1,1,29,4,0
0.289182,99,0,0,0,1,1,29,5,0
0.289453,100,0,0,0,1,1,29,5,0
0.28973,100,0,0,0,1,1,30,5,0
0.290218,101,0,0,0,1,1,30,5,0
0.290492,102,0,0,0,1,1,30,5,0
0.291552,103,0,0,0,1,1,30,5,0
0.292242,103,0,0,0,1,1,31,5,0
0.292374,103,0,0,0,1,1,31,5,1
0.292675,103,0,0,0,1,1,30,5,1
0.292884,104,0,0,0,1,1,30,5,1
0.292913,104,0,0,0,1,1,30,6,1
0.292938,105,0,0,0,1,1,30,6,1
0.292997,105,0,0,0,1,1,29,6,1
0.293656,106,0,0,0,1,1,29,6,1
0.29367,106,0,0,0,1,1,30,6,1
0.294115,105,0,0,0,1,1,30,6,1
0.295943,106,0,0,1,1,0,30,6,1
0.296385,107,0,0,1,1,0,30,6,1
0.296407,107,0,0,1,1,0,30,6,2
0.296671,107,0,0,1,1,0,31,6,2
0.296894,106,1,0,1,1,0,31,6,1
0.296913,107,1,0,1,1,0,31,6,1
0.297644,107,1,0,1,1,0,30,6,1
0.298145,106,2,0,1,1,0,30,6,0
0.298368,105,2,0,0,1,1,30,6,0
0.298493,106,2,0,0,1,1,30,6,0
0.298992,107,2,0,0,1,1,30,6,0
0.29904,108,2,0,0,1,1,30,6,0
0.299049,109,2,0,0,1,1,30,6,0
0.299665,110,2,0,0,1,1,30,6,0
0.299905,110,2,0,0,1,1,29,6,0
0.300394,111,2,0,0,1,1,29,6,0
0.300414,112,2,0,0,1,1,29,6,0
0.301268,113,2,1,0,0,1,29,6,0
0.301567,114,2,1,0,0,1,29,6,0
0.30159,115,2,1,0,0,1,29,6,0
0.302086,116,2,1,0,0,1,29,6,0
0.303463,117,2,1,0,0,1,29,6,0
0.303851,118,2,1,0,0,1,29,6,0
0.304074,119,2,1,0,0,1,29,6,0
0.304382,120,2,1,0,0,1,29,6,0
0.30452,121,2,1,0,0,1,29,6,0
0.304983,122,2,1,0,0,1,29,6,0
0.305363,123,2,1,0,0,1,29,6,0
0.305552,123,2,1,0,0,1,28,6,0
0.305884,124,2,1,0,0,1,28,6,0
0.307393,125,2,1,0,0,1,28,6,0
0.307943,124,2,1,0,0,1,28,6,0
0.308511,125,2,1,0,0,1,28,6,0
0.309514,125,2,1,0,0,1,28,7,0
0.31034,126,2,1,0,0,1,28,7,0
0.310494,126,2,1,0,0,1,27,7,0
0.311002,127,2,1,0,0,1,27,7,0
0.311179,126,2,0,0,1,1,27,7,0
0.311483,126,2,0,0,1,1,28,7,0
0.311882,127,2,0,0,1,1,28,7,0
0.312213,127,2,0,0,1,1,29,7,0
0.312513,128,2,0,0,1,1,29,7,0
0.313066,129,2,0,0,1,1,29,7,0
0.313089,130,2,0,0,1,1,29,7,0
0.313275,131,2,1,0,0,1,29,7,0
0.313399,132,2,1,0,0,1,29,7,0
0.313436,133,2,1,0,0,1,29,7,0
0.314122,134,2,1,0,0,1,29,7,0
0.314125,135,2,1,0,0,1,29,7,0
0.31556,136,2,1,0,0,1,29,7,0
0.315664,135,2,1,0,0,1,29,7,0
0.316375,134,2,0,0,1,1,29,7,0
0.316543,135,2,0,0,1,1,29,7,0
0.316598,136,2,0,0,1,1,29,7,0
0.317063,137,2,0,0,1,1,29,7,0
0.317446,138,2,0,0,1,1,29,7,0
0.317568,139,2,0,0,1,1,29,7,0
0.317696,139,2,0,0,1,1,28,7,0
0.318211,140,2,0,0,1,1,28,7,0
0.31897,140,2,0,0,1,1,29,7,0
0.319594,141,2,0,0,1,1,29,7,0
0.319644,142,2,0,0,1,1,29,7,0
0.319647,141,2,0,0,1,1,29,7,0
0.320013,141,2,0,0,1,1,30,7,0
0.320067,142,2,0,0,1,1,30,7,0
0.320632,143,2,0,0,1,1,30,7,0
0.320953,144,2,0,0,1,1,30,7,0
0.321119,145,2,0,0,1,1,30,7,0
0.321495,145,2,0,0,1,1,30,8,0
0.321508,145,2,0,0,1,1,30,8,1
0.321752,144,3,0,0,1,1,30,8,0
0.321854,144,3,0,0,1,1,31,8,0
0.322609,144,3,0,0,1,1,32,8,0
0.323346,145,3,0,0,1,1,32,8,0
0.323872,146,3,0,0,1,1,32,8,0
0.323944,145,3,0,0,1,1,32,8,0
0.324357,145,3,0,0,1,1,33,8,0
0.32458,145,3,0,0,1,1,34,8,0
0.324817,146,3,0,0,1,1,34,8,0
0.325263,146,3,0,0,1,1,34,9,0
0.325746,146,3,0,0,1,1,33,9,0
0.32585,147,3,0,0,1,1,33,9,0
0.32747,147,3,0,0,1,1,34,9,0
0.32748,147,3,0,0,1,1,35,9,0
0.327907,148,3,0,0,1,1,35,9,0
0.327924,148,3,0,0,1,1,34,9,0
0.328457,147,3,0,0,1,1,34,9,0
0.328958,147,3,0,0,1,1,33,9,0
0.329144,148,3,1,0,0,1,33,9,0
0.329259,147,3,1,0,0,1,33,9,0
0.329356,148,3,1,0,0,1,33,9,0
0.329708,147,3,1,0,0,1,33,9,0
0.329838,148,3,1,0,0,1,33,9,0
0.330277,149,3,1,0,0,1,33,9,0
0.330823,150,3,1,0,0,1,33,9,0
0.331069,151,3,1,0,0,1,33,9,0
0.331108,152,3,1,0,0,1,33,9,0
0.333039,153,3,1,0,0,1,33,9,0
0.333118,154,3,1,0,0,1,33,9,0
0.33331,154,3,1,0,0,1,33,9,1
0.333338,153,4,1,0,0,1,33,9,0
0.333497,152,4,0,0,1,1,33,9,0
0.33357,153,4,0,0,1,1,33,9,0
0.333769,154,4,0,0,1,1,33,9,0
0.334974,155,4,0,0,1,1,33,9,0
0.334985,156,4,0,0,1,1,33,9,0
0.335444,157,4,0,0,1,1,33,9,0
0.335598,158,4,0,0,1,1,33,9,0
0.335697,158,4,0,0,1,1,32,9,0
0.33587,159,4,0,0,1,1,32,9,0
0.336116,160,4,1,0,0,1,32,9,0
0.336975,160,4,1,0,0,1,31,9,0
0.337539,161,4,1,0,0,1,31,9,0
0.337628,162,4,1,0,0,1,31,9,0
0.338827,163,4,1,0,0,1,31,9,0
0.338898,162,4,1,0,0,1,31,9,0
0.339203,163,4,1,0,0,1,31,9,0
0.339679,164,4,1,0,0,1,31,9,0
0.34076,165,4,1,0,0,1,31,9,0
0.341196,165,4,1,0,0,1,30,9,0
0.342026,166,4,1,0,0,1,30,9,0
0.342985,167,4,1,0,0,1,30,9,0
0.344029,168,4,1,0,0,1,30,9,0
0.344049,169,4,1,0,0,1,30,9,0
0.345596,170,4,1,0,0,1,30,9,0
0.345808,170,4,1,0,0,1,29,9,0
0.345809,170,4,1,0,0,1,28,9,0
0.346399,171,4,1,0,0,1,28,9,0
0.346953,172,4,1,0,0,1,28,9,0
0.347723,171,4,0,0,1,1,28,9,0
0.34797,172,4,0,0,1,1,28,9,0
0.348151,172,4,0,0,1,1,29,9,0
0.34819,173,4,0,0,1,1,29,9,0
0.348713,174,4,0,0,1,1,29,9,0
0.349791,175,4,0,0,1,1,29,9,0
0.349834,175,4,0,0,1,1,30,9,0
0.34986,176,4,0,0,1,1,30,9,0
0.35004,176,4,0,0,1,1,31,9,0
0.350628,176,4,0,0,1,1,30,9,0
0.350664,176,4,0,0,1,1,29,9,0
0.351217,177,4,0,0,1,1,29,9,0
0.351446,178,4,0,0,1,1,29,9,0
0.351645,178,4,0,0,1,1,30,9,0
0.351746,179,4,0,0,1,1,30,9,0
0.351981,180,4,0,0,1,1,30,9,0
0.353314,181,4,0,0,1,1,30,9,0
0.353703,182,4,0,0,1,1,30,9,0
0.354802,182,4,0,0,1,1,31,9,0
0.354888,182,4,0,0,1,1,30,9,0
0.355201,183,4,0,0,1,1,30,9,0
0.355311,182,4,0,0,1,1,30,9,0
0.355998,183,4,0,0,1,1,30,9,0
0.356589,183,4,0,0,1,1,30,9,1
0.356692,184,4,0,0,1,1,30,9,1
0.356879,185,4,0,0,1,1,30,9,1
0.357,186,4,0,0,1,1,30,9,1
0.357382,187,4,0,0,1,1,30,9,1
0.35775,187,4,0,0,1,1,31,9,1
0.35777,187,4,0,0,1,1,30,9,1
0.357814,186,5,0,0,1,1,30,9,0
0.358206,185,5,0,0,1,1,30,9,0
0.358471,185,5,0,0,1,1,29,9,0
0.358556,185,5,0,0,1,1,30,9,0
0.359079,186,5,0,0,1,1,30,9,0
0.359595,187,5,0,0,1,1,30,9,0
0.359704,188,5,0,0,1,1,30,9,0
0.35999,188,5,0,0,1,1,31,9,0
0.360178,189,5,0,0,1,1,31,9,0
0.360355,190,5,0,0,1,1,31,9,0
0.361197,191,5,0,1,1,0,31,9,0
0.361406,192,5,0,1,1,0,31,9,0
0.361519,193,5,0,1,1,0,31,9,0
0.361709,194,5,0,1,1,0,31,9,0
0.361751,194,5,0,1,1,0,30,9,0
0.361943,194,5,0,1,1,0,30,9,1
0.362775,194,5,0,1,1,0,29,9,1
0.362917,195,5,0,1,1,0,29,9,1
0.363227,196,5,0,1,1,0,29,9,1
0.36332,195,5,0,1,1,0,29,9,1
0.36335,195,5,0,1,1,0,28,9,1
0.363388,196,5,0,1,1,0,28,9,1
0.364071,196,5,0,1,1,0,29,9,1
0.36423,197,5,0,1,1,0,29,9,1
0.364415,198,5,0,1,1,0,29,9,1
0.364817,197,5,0,0,1,1,29,9,1
0.36503,196,5,0,0,1,1,29,9,1
0.365187,196,5,0,0,1,1,30,9,1
0.365536,197,5,0,0,1,1,30,9,1
0.365588,198,5,0,0,1,1,30,9,1
0.365799,199,5,1,0,0,1,30,9,1
0.365845,198,6,1,0,0,1,30,9,0
0.366206,199,6,1,1,0,0,30,9,0
0.366259,200,6,1,1,0,0,30,9,0
0.366276,201,6,1,1,0,0,30,9,0
0.36651,200,6,1,0,0,1,30,9,0
0.366972,200,6,1,0,0,1,31,9,0
0.368201,200,6,1,0,0,1,32,9,0
0.368257,199,6,1,0,0,1,32,9,0
0.368276,198,6,1,0,0,1,32,9,0
0.368591,199,6,1,0,0,1,32,9,0
0.369246,199,6,1,0,0,1,32,10,0
0.369453,200,6,1,0,0,1,32,10,0
0.370356,201,6,1,0,0,1,32,10,0
0.370644,201,6,1,0,0,1,31,10,0
0.370671,202,6,1,0,0,1,31,10,0
0.370688,203,6,1,0,0,1,31,10,0
0.371717,204,6,1,1,0,0,31,10,0
0.372348,205,6,1,1,0,0,31,10,0
0.372388,205,6,1,1,0,0,30,10,0
0.372831,206,6,1,1,0,0,30,10,0
0.37305,207,6,1,1,0,0,30,10,0
0.373471,208,6,1,1,0,0,30,10,0
0.373719,207,6,1,1,0,0,30,10,0
0.374867,208,6,1,1,0,0,30,10,0
0.37521,208,6,1,1,0,0,29,10,0
0.376625,209,6,1,1,0,0,29,10,0
0.376897,210,6,1,1,0,0,29,10,0
0.377047,209,6,0,1,1,0,29,10,0
0.377084,209,6,0,1,1,0,28,10,0
0.377493,209,6,0,1,1,0,27,10,0
0.377539,210,6,0,1,1,0,27,10,0
0.378092,211,6,0,1,1,0,27,10,0
0.378642,212,6,0,1,1,0,27,10,0
0.378706,213,6,0,1,1,0,27,10,0
0.378732,212,6,0,1,1,0,27,10,0
0.379152,212,6,0,1,1,0,28,10,0
0.380897,213,6,1,1,0,0,28,10,0
0.380949,214,6,1,1,0,0,28,10,0
0.381203,214,6,1,1,0,0,27,10,0
0.381938,215,6,1,1,0,0,27,10,0
0.382083,214,6,1,1,0,0,27,10,0
0.382099,215,6,1,1,0,0,27,10,0
0.382148,216,6,1,1,0,0,27,10,0
0.382164,215,6,1,1,0,0,27,10,0
0.382349,216,6,1,1,0,0,27,10,0
0.382962,217,6,1,1,0,0,27,10,0
0.383212,218,6,1,1,0,0,27,10,0
0.383771,217,6,1,1,0,0,27,10,0
0.383796,218,6,1,1,0,0,27,10,0
0.383952,218,6,1,1,0,0,26,10,0
0.384236,218,6,1,1,0,0,25,10,0
0.384452,217,6,1,1,0,0,25,10,0
0.384636,218,6,1,1,0,0,25,10,0
0.385303,219,6,1,1,0,0,25,10,0
0.385781,219,6,1,1,0,0,24,10,0
0.386147,220,6,1,1,0,0,24,10,0
0.386168,221,6,1,1,0,0,24,10,0
0.386467,222,6,1,1,0,0,24,10,0
0.386591,221,6,0,1,1,0,24,10,0
0.386677,221,6,0,1,1,0,25,10,0
0.388444,222,6,0,1,1,0,25,10,0
0.389249,223,6,0,1,1,0,25,10,0
0.389348,224,6,0,1,1,0,25,10,0
0.390073,225,6,0,1,1,0,25,10,0
0.390273,225,6,0,1,1,0,24,10,0
0.390548,226,6,0,1,1,0,24,10,0
0.391245,227,6,0,1,1,0,24,10,0
0.391864,228,6,0,1,1,0,24,10,0
0.392152,228,6,0,1,1,0,25,10,0
0.393476,229,6,0,1,1,0,25,10,0
0.393914,228,6,0,0,1,1,25,10,0
0.394383,227,6,0,0,1,1,25,10,0
0.395073,228,6,0,0,1,1,25,10,0
0.396774,229,6,0,0,1,1,25,10,0
0.39689,230,6,0,0,1,1,25,10,0
0.397055,231,6,0,0,1,1,25,10,0
0.397818,231,6,0,0,1,1,26,10,0
0.397971,232,6,0,0,1,1,26,10,0
0.398432,231,6,0,0,1,1,26,10,0
0.398464,231,6,0,0,1,1,27,10,0
0.398731,230,6,0,0,1,1,27,10,0
0.398818,231,6,0,0,1,1,27,10,0
0.398984,231,6,0,0,1,1,28,10,0
0.399106,232,6,0,0,1,1,28,10,0
0.399794,232,6,0,0,1,1,29,10,0
0.401012,232,6,0,0,1,1,28,10,0
0.401189,232,6,0,0,1,1,29,10,0
0.401273,233,6,0,0,1,1,29,10,0
0.401336,234,6,0,0,1,1,29,10,0
0.401497,235,6,0,1,1,0,29,10,0
0.40156,234,6,0,1,1,0,29,10,0
0.401778,234,6,0,1,1,0,30,10,0
0.402166,234,6,0,1,1,0,29,10,0
0.403225,234,6,0,1,1,0,28,10,0
0.403359,235,6,0,1,1,0,28,10,0
0.404625,236,6,0,1,1,0,28,10,0
0.405362,237,6,0,1,1,0,28,10,0
0.405371,238,6,0,1,1,0,28,10,0
0.405534,239,6,0,1,1,0,28,10,0
0.405661,239,6,0,1,1,0,29,10,0
0.405872,239,6,0,1,1,0,30,10,0
0.406241,240,6,0,1,1,0,30,10,0
0.406929,241,6,0,1,1,0,30,10,0
0.40718,242,6,0,1,1,0,30,10,0
0.40773,243,6,0,1,1,0,30,10,0
0.407844,243,6,0,1,1,0,29,10,0
0.408227,243,6,0,1,1,0,30,10,0
0.408268,243,6,0,1,1,0,31,10,0
0.408314,244,6,0,1,1,0,31,10,0
0.40864,244,6,0,1,1,0,32,10,0
0.408678,244,6,0,1,1,0,33,10,0
0.409306,245,6,0,1,1,0,33,10,0
0.409413,246,6,0,1,1,0,33,10,0
0.409748,247,6,0,1,1,0,33,10,0
0.409978,248,6,0,1,1,0,33,10,0
0.41,249,6,0,1,1,0,33,10,0
0.410126,250,6,0,1,1,0,33,10,0
0.41033,249,6,0,0,1,1,33,10,0
0.410905,250,6,0,0,1,1,33,10,0
0.41096,251,6,0,0,1,1,33,10,0
0.410994,251,6,0,0,1,1,34,10,0
0.411032,251,6,0,0,1,1,35,10,0
0.41112,252,6,0,0,1,1,35,10,0
0.411191,253,6,0,0,1,1,35,10,0
0.411394,254,6,0,0,1,1,35,10,0
0.411482,255,6,0,0,1,1,35,10,0
0.411873,256,6,0,0,1,1,35,10,0
0.412002,255,6,0,0,1,1,35,10,0
0.412136,255,6,0,0,1,1,36,10,0
0.412136,256,6,0,1,1,0,36,10,0
0.412232,257,6,0,1,1,0,36,10,0
0.412436,258,6,0,1,1,0,36,10,0
0.41264,259,6,0,1,1,0,36,10,0
0.413034,259,6,0,1,1,0,37,10,0
0.413368,260,6,0,1,1,0,37,10,0
0.413667,260,6,0,1,1,0,38,10,0
0.414662,261,6,0,1,1,0,38,10,0
0.414836,262,6,0,1,1,0,38,10,0
0.414972,263,6,0,1,1,0,38,10,0
0.415101,263,6,0,1,1,0,37,10,0
0.415291,264,6,0,1,1,0,37,10,0
0.415687,265,6,0,1,1,0,37,10,0
0.415711,266,6,0,1,1,0,37,10,0
0.416028,265,6,0,1,1,0,37,10,0
0.416062,266,6,0,1,1,0,37,10,0
0.418366,267,6,0,1,1,0,37,10,0
0.418383,267,6,0,1,1,0,36,10,0
0.418384,268,6,0,1,1,0,36,10,0
0.418915,269,6,0,1,1,0,36,10,0
0.419359,269,6,0,1,1,0,37,10,0
0.420885,268,6,0,1,1,0,37,10,0
0.421384,267,6,0,0,1,1,37,10,0
0.42179,267,6,0,0,1,1,38,10,0
0.422124,266,6,0,0,1,1,38,10,0
0.422334,265,6,0,0,1,1,38,10,0
0.422477,265,6,0,0,1,1,39,10,0
0.422627,266,6,0,0,1,1,39,10,0
0.423161,267,6,0,1,1,0,39,10,0
0.423462,268,6,0,1,1,0,39,10,0
0.42365,268,6,0,1,1,0,38,10,0
0.423731,269,6,0,1,1,0,38,10,0
0.423733,270,6,0,1,1,0,38,10,0
0.42377,269,6,0,0,1,1,38,10,0
0.423812,270,6,0,0,1,1,38,10,0
0.423889,270,6,0,0,1,1,39,10,0
0.424237,270,6,0,0,1,1,39,10,1
0.424313,270,6,0,0,1,1,40,10,1
0.425449,271,6,0,0,1,1,40,10,1
0.425533,271,6,0,0,1,1,41,10,1
0.425845,272,6,0,0,1,1,41,10,1
0.425873,273,6,0,0,1,1,41,10,1
0.425968,274,6,0,0,1,1,41,10,1
0.42598,274,6,0,0,1,1,40,10,1
0.426091,274,6,0,0,1,1,41,10,1
0.426202,275,6,0,0,1,1,41,10,1
0.426256,275,6,0,0,1,1,41,10,2
0.427104,276,6,0,0,1,1,41,10,2
0.427695,275,7,0,0,1,1,41,10,1
0.427954,276,7,0,0,1,1,41,10,1
0.428098,276,7,0,0,1,1,42,10,1
0.42906,276,7,0,0,1,1,41,10,1
0.429245,275,8,0,0,1,1,41,10,0
0.429309,275,8,0,0,1,1,40,10,0
0.429309,274,8,0,0,1,1,40,10,0
0.429582,273,8,0,0,1,1,40,10,0
0.429854,274,8,0,0,1,1,40,10,0
0.42991,275,8,0,0,1,1,40,10,0
0.430001,276,8,0,0,1,1,40,10,0
0.430722,277,8,0,0,1,1,40,10,0
0.430822,278,8,0,0,1,1,40,10,0
0.432451,279,8,0,0,1,1,40,10,0
0.432657,278,8,0,0,1,1,40,10,0
0.432728,279,8,0,0,1,1,40,10,0
0.432797,280,8,0,1,1,0,40,10,0
0.433221,280,8,0,1,1,0,41,10,0
0.433267,281,8,0,1,1,0,41,10,0
0.433325,282,8,0,1,1,0,41,10,0
0.433462,283,8,0,1,1,0,41,10,0
0.433496,283,8,0,1,1,0,40,10,0
0.433599,284,8,0,1,1,0,40,10,0
0.433694,283,8,0,1,1,0,40,10,0
0.433796,284,8,0,1,1,0,40,10,0
0.434112,285,8,0,1,1,0,40,10,0
0.434279,284,8,0,0,1,1,40,10,0
0.434772,285,8,0,0,1,1,40,10,0
0.435325,285,8,0,0,1,1,41,10,0
0.435584,285,8,0,0,1,1,40,10,0
0.436154,284,8,0,0,1,1,40,10,0
0.436639,283,8,0,0,1,1,40,10,0
0.437139,284,8,0,0,1,1,40,10,0
0.437644,284,8,0,0,1,1,41,10,0
0.437721,285,8,0,0,1,1,41,10,0
