Time,A,C,DA,DR,D_A,D_R,MA,MR,R
2.42555,1717,301,0,0,1,1,54,53,1
2.4256,1716,302,0,0,1,1,54,53,0
2.42564,1717,302,0,0,1,1,54,53,0
2.4258,1716,302,0,0,1,1,54,53,0
2.42582,1717,302,0,0,1,1,54,53,0
2.42586,1718,302,0,0,1,1,54,53,0
2.42589,1718,302,0,0,1,1,55,53,0
2.42596,1718,302,0,0,1,1,56,53,0
2.426,1719,302,0,0,1,1,56,53,0
2.42601,1720,302,0,0,1,1,56,53,0
2.42619,1721,302,0,0,1,1,56,53,0
2.42645,1722,302,0,0,1,1,56,53,0
2.42663,1723,302,0,0,1,1,56,53,0
2.42695,1724,302,0,0,1,1,56,53,0
2.42697,1725,302,0,0,1,1,56,53,0
2.42703,1726,302,0,0,1,1,56,53,0
2.42708,1725,302,0,0,1,1,56,53,0
2.4272,1726,302,0,0,1,1,56,53,0
2.42739,1726,302,0,0,1,1,57,53,0
2.4276,1726,301,0,0,1,1,57,53,1
2.4277,1726,301,0,0,1,1,56,53,1
2.42778,1725,302,0,0,1,1,56,53,0
2.42786,1726,302,0,0,1,1,56,53,0
2.42801,1726,302,0,0,1,1,55,53,0
2.42812,1726,302,0,0,1,1,55,54,0
2.42814,1726,302,0,0,1,1,56,54,0
2.4284,1727,302,0,1,1,0,56,54,0
2.42845,1727,302,0,1,1,0,55,54,0
2.42857,1726,302,0,0,1,1,55,54,0
2.4288,1727,302,0,0,1,1,55,54,0
2.42886,1727,302,0,0,1,1,54,54,0
2.42888,1726,302,0,0,1,1,54,54,0
2.42895,1727,302,0,0,1,1,54,54,0
2.42902,1728,302,0,0,1,1,54,54,0
2.42921,1729,302,0,0,1,1,54,54,0
2.42923,1729,301,0,0,1,1,54,54,1
2.42924,1728,302,0,0,1,1,54,54,0
2.42928,1728,302,0,0,1,1,55,54,0
2.42939,1727,302,0,0,1,1,55,54,0
2.42944,1727,302,0,0,1,1,54,54,0
2.42949,1728,302,0,0,1,1,54,54,0
2.42957,1729,302,0,0,1,1,54,54,0
2.4297,1730,302,0,0,1,1,54,54,0
2.42983,1729,302,0,0,1,1,54,54,0
2.42996,1730,302,0,0,1,1,54,54,0
2.43015,1730,302,0,0,1,1,53,54,0
2.43019,1730,302,0,0,1,1,53,54,1
2.43045,1730,302,0,0,1,1,54,54,1
2.43046,1729,302,0,0,1,1,54,54,1
2.43052,1729,302,0,0,1,1,54,54,2
2.43052,1730,302,0,0,1,1,54,54,2
2.43056,1729,302,0,0,1,1,54,54,2
2.43058,1728,303,0,0,1,1,54,54,1
2.43064,1729,303,0,0,1,1,54,54,1
2.4307,1728,304,0,0,1,1,54,54,0
2.43086,1727,304,0,0,1,1,54,54,0
2.43093,1726,304,0,0,1,1,54,54,0
2.43099,1727,304,0,0,1,1,54,54,0
2.43116,1728,304,0,0,1,1,54,54,0
2.43118,1728,304,0,0,1,1,55,54,0
2.43126,1729,304,0,0,1,1,55,54,0
2.4314,1728,304,0,0,1,1,55,54,0
2.43193,1729,304,0,0,1,1,55,54,0
2.43218,1730,304,0,0,1,1,55,54,0
2.43224,1729,304,0,0,1,1,55,54,0
2.43237,1730,304,0,0,1,1,55,54,0
2.43246,1731,304,0,0,1,1,55,54,0
2.43248,1730,304,0,0,1,1,55,54,0
2.43273,1730,304,0,0,1,1,54,54,0
2.43274,1729,304,0,0,1,1,54,54,0
2.43278,1730,304,0,0,1,1,54,54,0
2.43285,1729,304,0,0,1,1,54,54,0
2.43302,1730,304,0,0,1,1,54,54,0
2.43313,1730,303,0,0,1,1,54,54,1
2.43313,1729,304,0,0,1,1,54,54,0
2.43324,1730,304,0,0,1,1,54,54,0
2.43336,1730,304,0,0,1,1,54,54,1
2.43349,1729,305,0,0,1,1,54,54,0
2.43359,1730,305,0,0,1,1,54,54,0
2.43374,1731,305,0,0,1,1,54,54,0
2.43436,1730,305,0,0,1,1,54,54,0
2.4346,1729,305,0,0,1,1,54,54,0
2.43468,1730,305,0,0,1,1,54,54,0
2.43473,1731,305,0,0,1,1,54,54,0
2.43475,1731,305,0,0,1,1,53,54,0
2.43478,1731,305,0,0,1,1,53,54,1
2.43479,1732,305,0,0,1,1,53,54,1
2.43482,1733,305,0,1,1,0,53,54,1
2.43524,1734,305,0,1,1,0,53,54,1
2.43543,1734,305,0,1,1,0,52,54,1
2.43558,1733,306,0,1,1,0,52,54,0
2.43563,1732,306,0,0,1,1,52,54,0
2.43564,1733,306,0,0,1,1,52,54,0
2.43613,1732,306,0,0,1,1,52,54,0
2.43618,1733,306,0,0,1,1,52,54,0
2.43619,1733,306,0,0,1,1,51,54,0
2.43632,1732,306,0,0,1,1,51,54,0
2.43661,1733,306,0,1,1,0,51,54,0
2.43662,1733,306,0,1,1,0,52,54,0
2.43671,1732,306,0,1,1,0,52,54,0
2.43674,1733,306,0,1,1,0,52,54,0
2.43681,1732,306,0,1,1,0,52,54,0
2.43695,1731,306,0,0,1,1,52,54,0
2.43704,1730,306,0,0,1,1,52,54,0
2.43704,1731,306,0,0,1,1,52,54,0
2.4372,1730,306,0,0,1,1,52,54,0
2.43722,1730,306,0,0,1,1,53,54,0
2.43725,1729,306,0,0,1,1,53,54,0
2.43747,1729,306,0,0,1,1,52,54,0
2.43782,1730,306,0,0,1,1,52,54,0
2.43792,1730,306,0,0,1,1,51,54,0
2.43813,1729,306,0,0,1,1,51,54,0
2.4383,1730,306,0,0,1,1,51,54,0
2.43844,1729,306,0,0,1,1,51,54,0
2.43852,1729,306,0,0,1,1,50,54,0
2.439,1730,306,0,0,1,1,50,54,0
2.43918,1729,306,0,0,1,1,50,54,0
2.43925,1730,306,0,0,1,1,50,54,0
2.43985,1731,306,0,0,1,1,50,54,0
2.44024,1732,306,0,0,1,1,50,54,0
2.44031,1733,306,0,0,1,1,50,54,0
2.44038,1732,306,0,0,1,1,50,54,0
2.44047,1733,306,0,0,1,1,50,54,0
2.44052,1733,306,0,0,1,1,49,54,0
2.44057,1732,306,0,0,1,1,49,54,0
2.44071,1733,306,0,0,1,1,49,54,0
2.441,1734,306,0,0,1,1,49,54,0
2.44149,1735,306,0,0,1,1,49,54,0
2.4416,1734,306,0,0,1,1,49,54,0
2.44179,1733,306,0,0,1,1,49,54,0
2.44184,1734,306,0,0,1,1,49,54,0
2.44209,1735,306,0,0,1,1,49,54,0
2.44221,1736,306,0,0,1,1,49,54,0
2.44233,1737,306,0,0,1,1,49,54,0
2.44238,1737,306,0,0,1,1,49,54,1
2.44246,1737,306,0,0,1,1,48,54,1
2.44249,1736,306,0,0,1,1,48,54,1
2.44269,1737,306,0,0,1,1,48,54,1
2.44273,1738,306,0,0,1,1,48,54,1
2.44276,1738,306,0,0,1,1,49,54,1
2.4428,1738,306,0,0,1,1,49,55,1
2.44285,1737,307,0,0,1,1,49,55,0
2.44314,1736,307,0,0,1,1,49,55,0
2.44335,1736,307,0,0,1,1,50,55,0
2.44384,1736,307,0,0,1,1,51,55,0
2.444,1737,307,0,0,1,1,51,55,0
2.44435,1737,307,0,0,1,1,52,55,0
2.4446,1738,307,0,0,1,1,52,55,0
2.44463,1738,307,0,0,1,1,51,55,0
2.44465,1737,307,0,0,1,1,51,55,0
2.44482,1736,307,0,0,1,1,51,55,0
2.44512,1736,307,0,0,1,1,51,54,0
2.44518,1736,307,0,0,1,1,51,54,1
2.44523,1736,307,0,0,1,1,51,54,2
2.44525,1735,308,0,0,1,1,51,54,1
2.44535,1734,309,0,0,1,1,51,54,0
2.44555,1733,309,0,0,1,1,51,54,0
2.44589,1732,309,0,0,1,1,51,54,0
2.4459,1731,309,0,0,1,1,51,54,0
2.44608,1731,308,0,0,1,1,51,54,1
2.44616,1730,309,0,0,1,1,51,54,0
2.44626,1729,309,0,0,1,1,51,54,0
2.44634,1730,309,0,0,1,1,51,54,0
2.44641,1731,309,0,0,1,1,51,54,0
2.44692,1732,309,0,0,1,1,51,54,0
2.4474,1732,309,0,0,1,1,52,54,0
2.44753,1731,309,0,0,1,1,52,54,0
2.44765,1731,309,0,0,1,1,51,54,0
2.44769,1732,309,0,0,1,1,51,54,0
2.44777,1733,309,0,0,1,1,51,54,0
2.44789,1733,309,0,0,1,1,50,54,0
2.44801,1734,309,0,0,1,1,50,54,0
2.44813,1734,309,0,0,1,1,51,54,0
2.44833,1733,309,0,0,1,1,51,54,0
2.4486,1732,309,0,0,1,1,51,54,0
2.44913,1732,309,0,0,1,1,50,54,0
2.44917,1731,309,0,0,1,1,50,54,0
2.44919,1730,309,0,0,1,1,50,54,0
2.44984,1731,309,0,0,1,1,50,54,0
2.44999,1732,309,0,0,1,1,50,54,0
2.45053,1731,309,0,0,1,1,50,54,0
2.45055,1732,309,0,0,1,1,50,54,0
2.45093,1731,309,0,0,1,1,50,54,0
2.45101,1731,309,0,0,1,1,50,55,0
2.45132,1731,309,0,0,1,1,51,55,0
2.45137,1730,309,0,0,1,1,51,55,0
2.45137,1731,309,0,0,1,1,51,55,0
2.4515,1732,309,0,0,1,1,51,55,0
2.45161,1733,309,0,0,1,1,51,55,0
2.45162,1734,309,0,0,1,1,51,55,0
2.45174,1733,309,0,0,1,1,51,55,0
2.45204,1734,309,0,0,1,1,51,55,0
2.45219,1735,309,0,0,1,1,51,55,0
2.45229,1735,309,0,0,1,1,51,55,1
2.45231,1736,309,1,0,0,1,51,55,1
2.45238,1736,309,1,0,0,1,50,55,1
2.45244,1735,309,0,0,1,1,50,55,1
2.45248,1734,310,0,0,1,1,50,55,0
2.45257,1733,310,0,0,1,1,50,55,0
2.45266,1733,310,0,0,1,1,51,55,0
2.45268,1733,309,0,0,1,1,51,55,1
2.45268,1732,310,0,0,1,1,51,55,0
2.45301,1731,310,0,0,1,1,51,55,0
2.45336,1730,310,0,0,1,1,51,55,0
2.45447,1730,310,0,0,1,1,50,55,0
2.45531,1729,310,0,0,1,1,50,55,0
2.45585,1728,310,0,0,1,1,50,55,0
2.45609,1727,310,0,0,1,1,50,55,0
2.45609,1727,309,0,0,1,1,50,55,1
2.45618,1727,309,0,0,1,1,49,55,1
2.45625,1727,309,0,0,1,1,49,55,2
2.45641,1726,310,0,0,1,1,49,55,1
2.45641,1725,311,0,0,1,1,49,55,0
2.45667,1726,311,0,0,1,1,49,55,0
2.45683,1727,311,0,0,1,1,49,55,0
2.45692,1728,311,0,0,1,1,49,55,0
2.45708,1727,311,0,0,1,1,49,55,0
2.4571,1727,311,0,0,1,1,49,55,1
2.45724,1726,312,0,0,1,1,49,55,0
2.45742,1727,312,0,0,1,1,49,55,0
2.45758,1728,312,0,0,1,1,49,55,0
2.45767,1728,312,0,0,1,1,48,55,0
2.45776,1727,312,0,0,1,1,48,55,0
2.45797,1726,312,0,0,1,1,48,55,0
2.458,1725,312,0,0,1,1,48,55,0
2.45806,1724,312,0,0,1,1,48,55,0
2.45808,1723,312,0,0,1,1,48,55,0
2.45817,1724,312,0,0,1,1,48,55,0
2.4582,1723,312,0,0,1,1,48,55,0
2.45842,1724,312,0,0,1,1,48,55,0
2.45852,1725,312,0,1,1,0,48,55,0
2.45872,1724,312,0,1,1,0,48,55,0
2.45889,1723,312,0,1,1,0,48,55,0
2.45897,1724,312,0,1,1,0,48,55,0
2.45898,1724,312,0,1,1,0,49,55,0
2.4591,1725,312,0,1,1,0,49,55,0
2.45939,1726,312,0,1,1,0,49,55,0
2.45952,1725,312,0,0,1,1,49,55,0
2.45957,1726,312,0,0,1,1,49,55,0
2.45976,1726,312,0,0,1,1,48,55,0
2.46014,1727,312,0,0,1,1,48,55,0
2.46026,1728,312,0,0,1,1,48,55,0
2.4604,1729,312,0,0,1,1,48,55,0
2.46058,1730,312,0,0,1,1,48,55,0
2.46062,1730,312,0,0,1,1,49,55,0
2.46067,1730,312,0,0,1,1,48,55,0
2.46077,1731,312,0,0,1,1,48,55,0
2.46094,1732,312,0,0,1,1,48,55,0
2.46102,1733,312,0,0,1,1,48,55,0
2.46104,1733,311,0,0,1,1,48,55,1
2.46106,1732,311,0,0,1,1,48,55,1
2.46109,1731,312,0,0,1,1,48,55,0
2.46157,1732,312,0,0,1,1,48,55,0
2.46178,1732,312,0,0,1,1,47,55,0
2.4619,1731,312,0,0,1,1,47,55,0
2.46224,1732,312,0,0,1,1,47,55,0
2.46244,1733,312,0,1,1,0,47,55,0
2.46323,1733,312,0,1,1,0,48,55,0
2.46335,1732,312,0,0,1,1,48,55,0
2.46347,1733,312,0,0,1,1,48,55,0
2.46364,1732,312,0,0,1,1,48,55,0
2.46383,1733,312,0,0,1,1,48,55,0
2.46415,1734,312,0,0,1,1,48,55,0
2.46434,1733,312,0,0,1,1,48,55,0
2.46464,1732,312,0,0,1,1,48,55,0
2.46474,1733,312,0,0,1,1,48,55,0
2.46492,1734,312,0,0,1,1,48,55,0
2.46492,1734,312,0,0,1,1,49,55,0
2.46498,1733,312,0,0,1,1,49,55,0
2.46526,1732,312,0,0,1,1,49,55,0
2.46575,1731,312,0,0,1,1,49,55,0
2.4663,1731,312,0,0,1,1,50,55,0
2.46643,1732,312,0,0,1,1,50,55,0
2.46643,1732,312,0,0,1,1,50,55,1
2.46646,1731,313,0,0,1,1,50,55,0
2.46648,1730,313,0,0,1,1,50,55,0
2.46679,1731,313,0,1,1,0,50,55,0
2.46705,1730,313,0,0,1,1,50,55,0
2.46748,1731,313,0,0,1,1,50,55,0
2.46765,1732,313,0,0,1,1,50,55,0
2.46795,1731,313,0,0,1,1,50,55,0
2.46823,1730,313,0,0,1,1,50,55,0
2.46832,1730,312,0,0,1,1,50,55,1
2.46839,1729,313,0,0,1,1,50,55,0
2.4689,1728,313,0,0,1,1,50,55,0
2.46916,1729,313,0,0,1,1,50,55,0
2.46943,1730,313,0,0,1,1,50,55,0
2.46977,1730,313,0,0,1,1,50,54,0
2.47042,1730,313,0,0,1,1,49,54,0
2.47046,1730,313,0,0,1,1,50,54,0
2.47049,1731,313,0,0,1,1,50,54,0
2.47078,1730,313,0,0,1,1,50,54,0
2.47092,1731,313,0,0,1,1,50,54,0
2.471,1732,313,0,0,1,1,50,54,0
2.47105,1733,313,0,0,1,1,50,54,0
2.47112,1734,313,0,0,1,1,50,54,0
2.47189,1734,313,0,0,1,1,51,54,0
2.47194,1735,313,0,1,1,0,51,54,0
2.47207,1736,313,0,1,1,0,51,54,0
2.47231,1735,313,0,1,1,0,51,54,0
2.47238,1734,313,0,0,1,1,51,54,0
2.47255,1734,313,0,0,1,1,52,54,0
2.47285,1735,313,0,0,1,1,52,54,0
2.47288,1735,312,0,0,1,1,52,54,1
2.47295,1734,312,0,0,1,1,52,54,1
2.47308,1735,312,0,0,1,1,52,54,1
2.4732,1734,313,0,0,1,1,52,54,0
2.47324,1733,313,0,0,1,1,52,54,0
2.47339,1734,313,0,0,1,1,52,54,0
2.47357,1733,313,0,0,1,1,52,54,0
2.47374,1734,313,0,0,1,1,52,54,0
2.47386,1735,313,0,0,1,1,52,54,0
2.47412,1735,313,0,0,1,1,52,54,1
2.47416,1736,313,0,0,1,1,52,54,1
2.47422,1735,314,0,0,1,1,52,54,0
2.47424,1736,314,0,0,1,1,52,54,0
2.47458,1736,314,0,0,1,1,52,54,1
2.47465,1735,315,0,0,1,1,52,54,0
2.47471,1734,315,0,0,1,1,52,54,0
2.47473,1733,315,0,0,1,1,52,54,0
2.4748,1734,315,0,0,1,1,52,54,0
2.47513,1734,315,0,0,1,1,53,54,0
2.47518,1735,315,0,0,1,1,53,54,0
2.47565,1734,315,0,0,1,1,53,54,0
2.47572,1734,315,0,0,1,1,54,54,0
2.47586,1735,315,0,0,1,1,54,54,0
2.47594,1736,315,0,0,1,1,54,54,0
2.47606,1737,315,0,1,1,0,54,54,0
2.47632,1737,315,0,1,1,0,54,54,1
2.4764,1738,315,0,1,1,0,54,54,1
2.47643,1737,315,0,0,1,1,54,54,1
2.47648,1737,314,0,0,1,1,54,54,2
2.47654,1736,315,0,0,1,1,54,54,1
2.47667,1735,316,0,0,1,1,54,54,0
2.47693,1735,316,0,0,1,1,54,53,0
2.47729,1735,316,0,0,1,1,53,53,0
2.47749,1736,316,0,0,1,1,53,53,0
2.47756,1737,316,0,0,1,1,53,53,0
2.4776,1737,316,0,0,1,1,54,53,0
2.47764,1738,316,0,0,1,1,54,53,0
2.47785,1739,316,0,0,1,1,54,53,0
2.47789,1740,316,0,0,1,1,54,53,0
2.4779,1741,316,0,0,1,1,54,53,0
2.47826,1741,316,0,0,1,1,54,53,1
2.47832,1742,316,0,0,1,1,54,53,1
2.47841,1741,316,0,0,1,1,54,53,1
2.47902,1742,316,0,1,1,0,54,53,1
2.47906,1741,317,0,1,1,0,54,53,0
2.47913,1740,317,0,0,1,1,54,53,0
2.47925,1739,317,0,0,1,1,54,53,0
2.47961,1740,317,0,0,1,1,54,53,0
2.47962,1740,317,0,0,1,1,55,53,0
2.47962,1740,317,0,0,1,1,56,53,0
2.47973,1740,317,0,0,1,1,55,53,0
2.47982,1741,317,0,0,1,1,55,53,0
2.48019,1741,317,0,0,1,1,55,53,1
2.48022,1740,317,0,0,1,1,55,53,1
2.48026,1740,317,0,0,1,1,56,53,1
2.48029,1740,317,0,0,1,1,57,53,1
2.48034,1740,316,0,0,1,1,57,53,2
2.4805,1739,316,0,0,1,1,57,53,2
2.48068,1738,317,0,0,1,1,57,53,1
2.4807,1738,317,0,0,1,1,56,53,1
2.48074,1737,318,0,0,1,1,56,53,0
2.48094,1738,318,0,0,1,1,56,53,0
2.48113,1739,318,0,0,1,1,56,53,0
2.48126,1740,318,0,0,1,1,56,53,0
2.48129,1741,318,0,0,1,1,56,53,0
2.48145,1741,318,0,0,1,1,56,53,1
2.48168,1740,319,0,0,1,1,56,53,0
2.48179,1740,319,0,0,1,1,57,53,0
2.48203,1741,319,0,0,1,1,57,53,0
2.48239,1742,319,0,0,1,1,57,53,0
2.48245,1743,319,0,0,1,1,57,53,0
2.48276,1742,319,0,0,1,1,57,53,0
2.48276,1743,319,0,0,1,1,57,53,0
2.48278,1744,319,0,0,1,1,57,53,0
2.48287,1744,319,0,0,1,1,58,53,0
2.48293,1743,319,0,0,1,1,58,53,0
2.48349,1743,319,0,0,1,1,59,53,0
2.48353,1744,319,0,0,1,1,59,53,0
2.48361,1744,319,0,0,1,1,58,53,0
2.48381,1745,319,0,0,1,1,58,53,0
2.4839,1744,319,0,0,1,1,58,53,0
2.48417,1743,319,0,0,1,1,58,53,0
2.48425,1744,319,0,0,1,1,58,53,0
2.48432,1743,319,0,0,1,1,58,53,0
2.48457,1743,318,0,0,1,1,58,53,1
2.48457,1743,318,0,0,1,1,57,53,1
2.48483,1742,319,0,0,1,1,57,53,0
2.48495,1743,319,0,0,1,1,57,53,0
2.48495,1743,319,0,0,1,1,56,53,0
2.48498,1742,319,0,0,1,1,56,53,0
2.48508,1742,319,0,0,1,1,56,53,1
2.48518,1741,320,0,0,1,1,56,53,0
2.4853,1741,320,0,0,1,1,57,53,0
2.48532,1740,320,0,0,1,1,57,53,0
2.48535,1741,320,0,0,1,1,57,53,0
2.48566,1740,320,0,0,1,1,57,53,0
2.48589,1740,320,0,0,1,1,57,53,1
2.48592,1741,320,0,0,1,1,57,53,1
2.48602,1740,321,0,0,1,1,57,53,0
2.48619,1739,321,0,0,1,1,57,53,0
2.48629,1740,321,0,0,1,1,57,53,0
2.48666,1739,321,0,0,1,1,57,53,0
2.48668,1739,321,0,0,1,1,56,53,0
2.48676,1740,321,0,0,1,1,56,53,0
2.48678,1739,321,0,0,1,1,56,53,0
2.48682,1740,321,0,0,1,1,56,53,0
2.48687,1741,321,0,0,1,1,56,53,0
2.4869,1741,320,0,0,1,1,56,53,1
2.48704,1740,321,0,0,1,1,56,53,0
2.48709,1739,321,0,0,1,1,56,53,0
2.4871,1738,321,0,0,1,1,56,53,0
2.4876,1739,321,0,0,1,1,56,53,0
2.48768,1740,321,0,0,1,1,56,53,0
2.48781,1740,321,0,0,1,1,55,53,0
2.48824,1740,321,0,0,1,1,54,53,0
2.48899,1739,321,0,0,1,1,54,53,0
2.48901,1738,321,0,0,1,1,54,53,0
2.48921,1737,321,0,0,1,1,54,53,0
2.48944,1737,320,0,0,1,1,54,53,1
2.48966,1737,320,0,0,1,1,54,54,1
2.48992,1736,321,0,0,1,1,54,54,0
2.49001,1737,321,0,0,1,1,54,54,0
2.49003,1738,321,0,0,1,1,54,54,0
2.49005,1739,321,0,0,1,1,54,54,0
2.49006,1740,321,0,0,1,1,54,54,0
2.49007,1741,321,0,0,1,1,54,54,0
2.49015,1742,321,0,0,1,1,54,54,0
2.4903,1743,321,0,0,1,1,54,54,0
2.49042,1743,321,0,0,1,1,53,54,0
2.49045,1744,321,0,0,1,1,53,54,0
2.49065,1743,321,0,0,1,1,53,54,0
2.49065,1743,321,0,0,1,1,53,54,1
2.49072,1744,321,0,0,1,1,53,54,1
2.49073,1744,321,0,0,1,1,54,54,1
2.49086,1743,321,0,0,1,1,54,54,1
2.49111,1743,321,0,0,1,1,55,54,1
2.49137,1742,321,0,0,1,1,55,54,1
2.49139,1742,321,0,0,1,1,55,54,2
2.49154,1741,322,0,0,1,1,55,54,1
2.49169,1742,322,0,0,1,1,55,54,1
2.49179,1741,323,0,0,1,1,55,54,0
2.49195,1742,323,0,0,1,1,55,54,0
2.49201,1742,322,0,0,1,1,55,54,1
2.49212,1742,321,0,0,1,1,55,54,2
2.4923,1741,321,0,0,1,1,55,54,2
2.49241,1740,322,0,0,1,1,55,54,1
2.4925,1739,323,0,0,1,1,55,54,0
2.49298,1738,323,0,0,1,1,55,54,0
2.4931,1738,323,0,0,1,1,56,54,0
2.49332,1737,323,0,0,1,1,56,54,0
2.49349,1738,323,0,0,1,1,56,54,0
2.49363,1737,323,0,0,1,1,56,54,0
2.49375,1738,323,0,0,1,1,56,54,0
2.49384,1739,323,0,0,1,1,56,54,0
2.49417,1739,323,0,0,1,1,57,54,0
2.49418,1739,323,0,0,1,1,56,54,0
2.49438,1740,323,0,0,1,1,56,54,0
2.4944,1741,323,0,0,1,1,56,54,0
2.49445,1742,323,0,0,1,1,56,54,0
2.49449,1743,323,0,0,1,1,56,54,0
2.49467,1744,323,0,0,1,1,56,54,0
2.49498,1745,323,0,0,1,1,56,54,0
2.495,1746,323,0,0,1,1,56,54,0
2.49501,1747,323,0,0,1,1,56,54,0
2.49554,1746,323,0,0,1,1,56,54,0
2.49591,1746,323,0,0,1,1,55,54,0
2.49593,1747,323,0,0,1,1,55,54,0
2.49619,1748,323,0,0,1,1,55,54,0
2.49654,1749,323,0,0,1,1,55,54,0
2.49671,1750,323,0,0,1,1,55,54,0
2.49681,1749,323,0,0,1,1,55,54,0
2.49697,1748,323,0,0,1,1,55,54,0
2.49745,1748,322,0,0,1,1,55,54,1
2.49749,1748,322,0,0,1,1,56,54,1
2.4978,1747,323,0,0,1,1,56,54,0
2.49786,1748,323,0,0,1,1,56,54,0
2.49788,1748,322,0,0,1,1,56,54,1
2.49802,1747,323,0,0,1,1,56,54,0
2.4982,1748,323,0,0,1,1,56,54,0
2.49829,1748,322,0,0,1,1,56,54,1
2.49831,1748,322,0,0,1,1,55,54,1
2.49851,1748,322,0,0,1,1,56,54,1
2.4986,1748,322,0,0,1,1,57,54,1
2.4987,1747,323,0,0,1,1,57,54,0
2.49875,1746,323,0,0,1,1,57,54,0
2.49886,1745,323,0,0,1,1,57,54,0
2.49976,1744,323,0,0,1,1,57,54,0
2.50004,1744,323,0,0,1,1,56,54,0
2.50012,1743,323,0,0,1,1,56,54,0
2.50014,1744,323,0,0,1,1,56,54,0
2.5004,1744,322,0,0,1,1,56,54,1
2.50044,1743,322,0,0,1,1,56,54,1
2.50053,1744,322,0,0,1,1,56,54,1
2.50072,1743,323,0,0,1,1,56,54,0
2.50112,1743,323,0,0,1,1,55,54,0
2.50122,1744,323,0,0,1,1,55,54,0
2.50188,1745,323,0,0,1,1,55,54,0
2.50189,1745,323,0,0,1,1,55,54,1
2.5019,1746,323,0,0,1,1,55,54,1
2.50192,1747,323,0,0,1,1,55,54,1
2.50196,1748,323,0,0,1,1,55,54,1
2.50198,1749,323,0,0,1,1,55,54,1
2.50206,1750,323,0,0,1,1,55,54,1
2.50207,1751,323,0,0,1,1,55,54,1
2.50208,1750,324,0,0,1,1,55,54,0
2.50211,1749,324,0,0,1,1,55,54,0
2.50222,1749,324,0,0,1,1,56,54,0
2.50229,1748,324,0,0,1,1,56,54,0
2.50241,1749,324,0,0,1,1,56,54,0
2.50244,1748,324,0,0,1,1,56,54,0
2.50251,1747,324,0,0,1,1,56,54,0
2.50281,1748,324,0,0,1,1,56,54,0
2.5029,1749,324,0,0,1,1,56,54,0
2.50302,1750,324,0,0,1,1,56,54,0
2.5032,1751,324,0,0,1,1,56,54,0
2.50321,1752,324,0,0,1,1,56,54,0
2.50324,1752,323,0,0,1,1,56,54,1
2.50325,1751,323,0,0,1,1,56,54,1
2.50333,1752,323,0,0,1,1,56,54,1
2.50348,1751,324,0,0,1,1,56,54,0
2.50391,1751,324,0,0,1,1,57,54,0
2.50411,1751,324,0,0,1,1,57,54,1
2.5042,1750,325,0,0,1,1,57,54,0
2.50422,1749,325,0,0,1,1,57,54,0
2.50444,1749,325,0,0,1,1,58,54,0
2.50448,1749,324,0,0,1,1,58,54,1
2.50458,1750,324,0,0,1,1,58,54,1
2.50466,1749,325,0,0,1,1,58,54,0
2.5047,1749,325,0,0,1,1,58,53,0
2.50476,1749,325,0,0,1,1,58,54,0
2.50487,1750,325,0,0,1,1,58,54,0
2.50509,1749,325,0,0,1,1,58,54,0
2.50525,1750,325,0,1,1,0,58,54,0
2.50537,1749,325,0,1,1,0,58,54,0
2.50547,1748,325,0,0,1,1,58,54,0
2.50555,1747,325,0,0,1,1,58,54,0
2.50567,1748,325,0,0,1,1,58,54,0
2.50596,1748,325,0,0,1,1,57,54,0
2.50602,1749,325,0,0,1,1,57,54,0
2.50613,1750,325,0,0,1,1,57,54,0
2.50629,1749,325,0,0,1,1,57,54,0
2.50632,1750,325,0,0,1,1,57,54,0
2.50647,1750,325,0,0,1,1,56,54,0
2.50655,1751,325,0,0,1,1,56,54,0
2.50655,1752,325,0,0,1,1,56,54,0
2.50682,1751,325,0,0,1,1,56,54,0
2.50689,1752,325,0,0,1,1,56,54,0
2.50692,1753,325,0,0,1,1,56,54,0
2.50702,1754,325,0,0,1,1,56,54,0
2.50712,1753,325,0,0,1,1,56,54,0
2.50753,1752,325,0,0,1,1,56,54,0
2.50759,1753,325,0,0,1,1,56,54,0
2.50766,1754,325,0,0,1,1,56,54,0
2.50777,1755,325,0,0,1,1,56,54,0
2.50804,1755,325,0,0,1,1,57,54,0
2.50821,1754,325,0,0,1,1,57,54,0
2.5084,1753,325,0,0,1,1,57,54,0
2.50859,1754,325,0,0,1,1,57,54,0
2.50867,1755,325,0,0,1,1,57,54,0
2.50901,1756,325,0,0,1,1,57,54,0
2.50924,1757,325,0,0,1,1,57,54,0
2.50938,1758,325,0,0,1,1,57,54,0
2.50947,1758,324,0,0,1,1,57,54,1
2.50951,1757,325,0,0,1,1,57,54,0
2.50965,1758,325,0,0,1,1,57,54,0
2.50966,1759,325,0,0,1,1,57,54,0
2.50982,1760,325,0,0,1,1,57,54,0
2.50985,1761,325,0,0,1,1,57,54,0
2.50986,1761,325,0,0,1,1,56,54,0
2.51028,1762,325,0,0,1,1,56,54,0
2.5103,1763,325,0,0,1,1,56,54,0
2.51053,1762,325,0,0,1,1,56,54,0
2.51054,1761,325,0,0,1,1,56,54,0
2.51081,1762,325,0,0,1,1,56,54,0
2.5109,1762,325,0,0,1,1,55,54,0
2.51113,1763,325,0,0,1,1,55,54,0
2.51123,1763,325,0,0,1,1,54,54,0
2.51128,1762,325,0,0,1,1,54,54,0
2.51152,1763,325,0,0,1,1,54,54,0
