Time,E,H,I,R,S
0.0591146,134,0,10,0,9856
0.0607164,133,0,11,0,9856
0.072072,132,0,12,0,9856
0.0733252,131,0,13,0,9856
0.130165,130,0,14,0,9856
0.130565,129,0,15,0,9856
0.136762,128,0,16,0,9856
0.146061,127,0,17,0,9856
0.161694,128,0,17,0,9855
0.167614,129,0,17,0,9854
0.170486,128,0,18,0,9854
0.215135,129,0,18,0,9853
0.217247,130,0,18,0,9852
0.246542,129,0,19,0,9852
0.257628,128,0,20,0,9852
0.265485,129,0,20,0,9851
0.292165,128,0,21,0,9851
0.297608,129,0,21,0,9850
0.336199,128,0,22,0,9850
0.336674,129,0,22,0,9849
0.351883,128,0,23,0,9849
0.365937,128,0,22,1,9849
0.382753,127,0,23,1,9849
0.389957,128,0,23,1,9848
0.396423,127,0,24,1,9848
0.409269,126,0,25,1,9848
0.431844,127,0,25,1,9847
0.445675,128,0,25,1,9846
0.451791,129,0,25,1,9845
0.503127,128,0,26,1,9845
0.513936,128,0,25,2,9845
0.51597,128,0,24,3,9845
0.517182,127,0,25,3,9845
0.575022,128,0,25,3,9844
0.578838,129,0,25,3,9843
0.584613,129,0,24,4,9843
0.600141,129,0,23,5,9843
0.608179,128,0,24,5,9843
0.619498,128,0,23,6,9843
0.627403,128,0,22,7,9843
0.630016,129,0,22,7,9842
0.65994,128,0,23,7,9842
0.672713,128,0,22,8,9842
0.674365,127,0,23,8,9842
0.705775,126,0,24,8,9842
0.754574,127,0,24,8,9841
0.784795,126,0,25,8,9841
0.807275,125,0,26,8,9841
0.845977,124,0,27,8,9841
0.871749,125,0,27,8,9840
0.880914,126,0,27,8,9839
0.910031,125,0,28,8,9839
0.911252,125,0,27,9,9839
0.917764,126,0,27,9,9838
0.926438,125,0,28,9,9838
0.930722,125,0,27,10,9838
0.978991,124,0,28,10,9838
0.981212,123,0,29,10,9838
0.99162,123,0,28,11,9838
0.993183,123,0,27,12,9838
0.997373,122,0,28,12,9838
1.00002,121,0,29,12,9838
1.02902,120,0,30,12,9838
1.03268,120,0,29,13,9838
1.05475,121,0,29,13,9837
1.08407,120,0,30,13,9837
1.10697,121,0,30,13,9836
1.10825,120,0,31,13,9836
1.12567,120,0,30,14,9836
1.14786,121,0,30,14,9835
1.15801,121,0,29,15,9835
1.19696,122,0,29,15,9834
1.20696,121,0,30,15,9834
1.22544,120,0,31,15,9834
1.23572,120,0,30,16,9834
1.2708,120,0,29,17,9834
1.28288,119,0,30,17,9834
1.30103,118,0,31,17,9834
1.31099,117,0,32,17,9834
1.31976,116,0,33,17,9834
1.32426,117,0,33,17,9833
1.3375,116,0,34,17,9833
1.35696,117,0,34,17,9832
1.38598,118,0,34,17,9831
1.40848,119,0,34,17,9830
1.41728,118,0,35,17,9830
1.42085,119,0,35,17,9829
1.52427,118,0,36,17,9829
1.53535,119,0,36,17,9828
1.54198,120,0,36,17,9827
1.56618,119,0,37,17,9827
1.59359,120,0,37,17,9826
1.59482,119,0,38,17,9826
1.61867,120,0,38,17,9825
1.63006,121,0,38,17,9824
1.63373,122,0,38,17,9823
1.64887,122,0,37,18,9823
1.67586,121,0,38,18,9823
1.71117,122,0,38,18,9822
1.73192,123,0,38,18,9821
1.73817,123,0,37,19,9821
1.77573,122,0,38,19,9821
1.80928,123,0,38,19,9820
1.82512,124,0,38,19,9819
1.82858,125,0,38,19,9818
1.89889,124,0,39,19,9818
1.90928,123,0,40,19,9818
1.91458,122,0,41,19,9818
1.93382,123,0,41,19,9817
1.93808,124,0,41,19,9816
1.93978,125,0,41,19,9815
1.94084,124,0,42,19,9815
1.94947,125,0,42,19,9814
1.95967,124,0,43,19,9814
1.96638,125,0,43,19,9813
1.97117,124,0,44,19,9813
1.98203,125,0,44,19,9812
1.9863,124,0,45,19,9812
1.9946,125,0,45,19,9811
2.00099,125,0,44,20,9811
2.07677,124,0,45,20,9811
2.07805,124,0,44,21,9811
2.09622,123,0,45,21,9811
2.10206,124,0,45,21,9810
2.10222,125,0,45,21,9809
2.10545,126,0,45,21,9808
2.11147,127,0,45,21,9807
2.12548,128,0,45,21,9806
2.13034,129,0,45,21,9805
2.13131,129,0,44,22,9805
2.14609,128,0,45,22,9805
2.17424,128,0,44,23,9805
2.18458,128,0,43,24,9805
2.20229,129,0,43,24,9804
2.20638,128,0,44,24,9804
2.21888,127,0,45,24,9804
2.22722,126,0,46,24,9804
2.22888,127,0,46,24,9803
2.22895,126,0,47,24,9803
2.2453,127,0,47,24,9802
2.24705,127,0,46,25,9802
2.24717,128,0,46,25,9801
2.25611,128,0,45,26,9801
2.25728,127,0,46,26,9801
2.30529,127,0,45,27,9801
2.32414,128,0,45,27,9800
2.3244,127,0,46,27,9800
2.33021,126,0,47,27,9800
2.3314,125,0,48,27,9800
2.33917,124,0,49,27,9800
2.3624,123,0,50,27,9800
2.36815,124,0,50,27,9799
2.36886,123,0,51,27,9799
2.37001,122,0,52,27,9799
2.39434,122,0,51,28,9799
2.41547,123,0,51,28,9798
2.41701,122,0,52,28,9798
2.42812,121,0,53,28,9798
2.44056,121,0,52,29,9798
2.44517,122,0,52,29,9797
2.44589,123,0,52,29,9796
2.47077,122,0,53,29,9796
2.48038,122,0,52,30,9796
2.49791,122,0,51,31,9796
2.52285,123,0,51,31,9795
2.52741,123,0,50,32,9795
2.54008,124,0,50,32,9794
2.54596,123,0,51,32,9794
2.57679,123,0,50,33,9794
2.58369,122,0,51,33,9794
2.62831,121,0,52,33,9794
2.63934,120,0,53,33,9794
2.64747,121,0,53,33,9793
2.65578,120,0,54,33,9793
2.68445,121,0,54,33,9792
2.68741,120,0,55,33,9792
2.68961,121,0,55,33,9791
2.6996,122,0,55,33,9790
2.70295,123,0,55,33,9789
2.72057,122,0,56,33,9789
2.74201,123,0,56,33,9788
2.76394,122,0,57,33,9788
2.7786,123,0,57,33,9787
2.78602,123,0,56,34,9787
2.79009,122,0,57,34,9787
2.80117,123,0,57,34,9786
2.80403,124,0,57,34,9785
2.81616,124,0,56,35,9785
2.8338,125,0,56,35,9784
2.83938,125,0,55,36,9784
2.84236,124,0,56,36,9784
2.85533,124,0,55,37,9784
2.86703,125,0,55,37,9783
2.86764,124,0,56,37,9783
2.86807,123,0,57,37,9783
2.87275,124,0,57,37,9782
2.89677,123,0,58,37,9782
2.90112,124,0,58,37,9781
2.91548,125,0,58,37,9780
2.92322,126,0,58,37,9779
2.92418,127,0,58,37,9778
2.92492,128,0,58,37,9777
2.92958,129,0,58,37,9776
2.94514,129,0,57,38,9776
2.99109,130,0,57,38,9775
3.00769,131,0,57,38,9774
3.02327,132,0,57,38,9773
3.02481,132,0,56,39,9773
3.02635,131,0,57,39,9773
3.02967,132,0,57,39,9772
3.04562,133,0,57,39,9771
3.06008,133,0,56,40,9771
3.06583,134,0,56,40,9770
3.0892,134,0,55,41,9770
3.09088,133,0,56,41,9770
3.09278,134,0,56,41,9769
3.10873,135,0,56,41,9768
3.11398,136,0,56,41,9767
3.11488,135,0,57,41,9767
3.11488,134,0,58,41,9767
3.14064,133,0,59,41,9767
3.1409,133,0,58,42,9767
3.15023,134,0,58,42,9766
3.15249,133,0,59,42,9766
3.15334,134,0,59,42,9765
3.17003,135,0,59,42,9764
3.17942,135,0,58,43,9764
3.18407,136,0,58,43,9763
3.20888,135,0,59,43,9763
3.22519,134,0,60,43,9763
3.25379,135,0,60,43,9762
3.27162,136,0,60,43,9761
3.27165,137,0,60,43,9760
3.27475,136,0,61,43,9760
3.27563,137,0,61,43,9759
3.2845,137,0,60,44,9759
3.29768,137,0,59,45,9759
3.30303,136,0,60,45,9759
3.30976,135,0,61,45,9759
3.31485,135,0,60,46,9759
3.31622,134,0,61,46,9759
3.31823,135,0,61,46,9758
3.31971,136,0,61,46,9757
3.33002,137,0,61,46,9756
3.33363,138,0,61,46,9755
3.34293,138,0,60,47,9755
3.35204,138,0,59,48,9755
3.35714,139,0,59,48,9754
3.36165,140,0,59,48,9753
3.36812,141,0,59,48,9752
3.37886,140,0,60,48,9752
3.38081,141,0,60,48,9751
3.38984,140,0,61,48,9751
