Time,E,H,I,R,S
4.98042,169,0,75,70,9686
4.98073,168,0,76,70,9686
4.9852,167,0,77,70,9686
4.98777,168,0,77,70,9685
4.99351,169,0,77,70,9684
5.00069,170,0,77,70,9683
5.00212,171,0,77,70,9682
5.01807,170,0,78,70,9682
5.02075,171,0,78,70,9681
5.04263,171,0,77,71,9681
5.04596,172,0,77,71,9680
5.04785,173,0,77,71,9679
5.04802,173,0,76,72,9679
5.05407,174,0,76,72,9678
5.05909,175,0,76,72,9677
5.07238,176,0,76,72,9676
5.08827,177,0,76,72,9675
5.09355,176,0,77,72,9675
5.13402,176,0,76,73,9675
5.13856,177,0,76,73,9674
5.1652,176,0,77,73,9674
5.17085,176,0,76,74,9674
5.17902,177,0,76,74,9673
5.1827,177,0,75,75,9673
5.19108,177,0,74,76,9673
5.19128,177,0,73,77,9673
5.20343,178,0,73,77,9672
5.21684,177,0,74,77,9672
5.21773,177,0,73,78,9672
5.21803,177,0,72,79,9672
5.25451,177,0,71,80,9672
5.25478,178,0,71,80,9671
5.25871,178,0,70,81,9671
5.30351,179,0,70,81,9670
5.30475,180,0,70,81,9669
5.31855,181,0,70,81,9668
5.32071,180,0,71,81,9668
5.33519,181,0,71,81,9667
5.33813,181,0,70,82,9667
5.33846,181,0,69,83,9667
5.35068,182,0,69,83,9666
5.3648,183,0,69,83,9665
5.36557,184,0,69,83,9664
5.37298,183,0,70,83,9664
5.39184,184,0,70,83,9663
5.39202,185,0,70,83,9662
5.39912,184,0,71,83,9662
5.41139,183,0,72,83,9662
5.42115,184,0,72,83,9661
5.4265,185,0,72,83,9660
5.42844,185,0,71,84,9660
5.46366,185,0,70,85,9660
5.46563,184,0,71,85,9660
5.47139,185,0,71,85,9659
5.4781,186,0,71,85,9658
5.48196,185,0,72,85,9658
5.48766,186,0,72,85,9657
5.49146,186,0,71,86,9657
5.49182,187,0,71,86,9656
5.51222,188,0,71,86,9655
5.51405,189,0,71,86,9654
5.52034,190,0,71,86,9653
5.52285,189,0,72,86,9653
5.52767,189,0,71,87,9653
5.53874,190,0,71,87,9652
5.55078,191,0,71,87,9651
5.56172,190,0,72,87,9651
5.5668,189,0,73,87,9651
5.57242,189,0,72,88,9651
5.58506,188,0,73,88,9651
5.58577,189,0,73,88,9650
5.5951,190,0,73,88,9649
5.6123,190,0,72,89,9649
5.61429,190,0,71,90,9649
5.63091,191,0,71,90,9648
5.64099,191,0,70,91,9648
5.6431,190,0,71,91,9648
5.65714,189,0,72,91,9648
5.67338,188,0,73,91,9648
5.68849,189,0,73,91,9647
5.70366,188,0,74,91,9647
5.71228,189,0,74,91,9646
5.71842,189,0,73,92,9646
5.72138,190,0,73,92,9645
5.72316,191,0,73,92,9644
5.72391,190,0,74,92,9644
5.72844,189,0,75,92,9644
5.74054,190,0,75,92,9643
5.77068,190,0,74,93,9643
5.78209,189,0,75,93,9643
5.78391,190,0,75,93,9642
5.78665,191,0,75,93,9641
5.79331,190,0,76,93,9641
5.79627,190,0,75,94,9641
5.7969,191,0,75,94,9640
5.8019,190,0,76,94,9640
5.81057,190,0,75,95,9640
5.82294,191,0,75,95,9639
5.82709,191,0,74,96,9639
5.82852,192,0,74,96,9638
5.83216,191,0,75,96,9638
5.83602,191,0,74,97,9638
5.83986,192,0,74,97,9637
5.84377,192,0,73,98,9637
5.84453,193,0,73,98,9636
5.84492,194,0,73,98,9635
5.85325,194,0,72,99,9635
5.86856,195,0,72,99,9634
5.87222,194,0,73,99,9634
5.88121,193,0,74,99,9634
5.88129,192,0,75,99,9634
5.88322,193,0,75,99,9633
5.88785,192,0,76,99,9633
5.89372,192,0,75,100,9633
5.90199,193,0,75,100,9632
5.90442,194,0,75,100,9631
5.93249,195,0,75,100,9630
5.93259,196,0,75,100,9629
5.9327,195,0,76,100,9629
5.93767,194,0,77,100,9629
5.93819,193,0,78,100,9629
5.94119,194,0,78,100,9628
5.9549,193,0,79,100,9628
5.95526,194,0,79,100,9627
5.95919,195,0,79,100,9626
5.97219,194,0,80,100,9626
5.97981,193,0,81,100,9626
5.9819,194,0,81,100,9625
5.99181,193,0,82,100,9625
5.99407,193,0,81,101,9625
6.00475,194,0,81,101,9624
6.01095,193,0,82,101,9624
6.0311,193,0,81,102,9624
6.04131,192,0,82,102,9624
6.04339,193,0,82,102,9623
6.04791,194,0,82,102,9622
6.05238,195,0,82,102,9621
6.05819,195,0,81,103,9621
6.05884,196,0,81,103,9620
6.06904,197,0,81,103,9619
6.07392,198,0,81,103,9618
6.08043,199,0,81,103,9617
6.09797,199,0,80,104,9617
6.12895,198,0,81,104,9617
6.13448,197,0,82,104,9617
6.13532,198,0,82,104,9616
6.13667,199,0,82,104,9615
6.13961,200,0,82,104,9614
6.15321,199,0,83,104,9614
6.17263,200,0,83,104,9613
6.17498,201,0,83,104,9612
6.18982,202,0,83,104,9611
6.19,201,0,84,104,9611
6.19067,201,0,83,105,9611
6.19246,200,0,84,105,9611
6.20076,201,0,84,105,9610
6.20506,202,0,84,105,9609
6.20526,201,0,85,105,9609
6.2378,201,0,84,106,9609
6.24055,201,0,83,107,9609
6.2494,201,0,82,108,9609
6.26689,202,0,82,108,9608
6.27916,201,0,83,108,9608
6.28221,202,0,83,108,9607
6.28926,203,0,83,108,9606
6.31373,203,0,82,109,9606
6.33,204,0,82,109,9605
6.34625,205,0,82,109,9604
6.3634,206,0,82,109,9603
6.37708,205,0,83,109,9603
6.37906,205,0,82,110,9603
6.39002,206,0,82,110,9602
6.39081,207,0,82,110,9601
6.39449,207,0,81,111,9601
6.40296,208,0,81,111,9600
6.41161,207,0,82,111,9600
6.41312,208,0,82,111,9599
6.41959,207,0,83,111,9599
6.43155,208,0,83,111,9598
6.43745,209,0,83,111,9597
6.44314,210,0,83,111,9596
6.45046,211,0,83,111,9595
6.45792,212,0,83,111,9594
6.4614,213,0,83,111,9593
6.46921,214,0,83,111,9592
6.46954,213,0,84,111,9592
6.4757,214,0,84,111,9591
6.48006,215,0,84,111,9590
6.49128,216,0,84,111,9589
6.51461,217,0,84,111,9588
6.5149,217,0,83,112,9588
6.51548,218,0,83,112,9587
6.52189,219,0,83,112,9586
6.53031,219,0,82,113,9586
6.53095,219,0,81,114,9586
6.53366,218,0,82,114,9586
6.53366,219,0,82,114,9585
6.53624,219,0,81,115,9585
6.54257,220,0,81,115,9584
6.57443,221,0,81,115,9583
6.57538,222,0,81,115,9582
6.57623,223,0,81,115,9581
6.57879,222,0,82,115,9581
6.58939,221,0,83,115,9581
6.59373,220,0,84,115,9581
6.60149,220,0,83,116,9581
6.61174,221,0,83,116,9580
6.62533,222,0,83,116,9579
6.64218,221,0,84,116,9579
6.64459,222,0,84,116,9578
6.65041,221,0,85,116,9578
6.65585,222,0,85,116,9577
6.66098,223,0,85,116,9576
6.66274,222,0,86,116,9576
6.66648,223,0,86,116,9575
6.66702,224,0,86,116,9574
6.66776,224,0,85,117,9574
6.67479,223,0,86,117,9574
6.67555,224,0,86,117,9573
6.67598,223,0,87,117,9573
6.67604,224,0,87,117,9572
6.6831,224,0,86,118,9572
6.68581,225,0,86,118,9571
6.68698,226,0,86,118,9570
6.69984,226,0,85,119,9570
6.703,227,0,85,119,9569
6.70649,226,0,86,119,9569
6.72349,226,0,85,120,9569
6.72951,225,0,86,120,9569
6.73476,226,0,86,120,9568
6.75245,226,0,85,121,9568
6.75299,227,0,85,121,9567
6.77416,228,0,85,121,9566
6.80551,229,0,85,121,9565
6.81625,230,0,85,121,9564
6.83468,230,0,84,122,9564
6.8594,230,0,83,123,9564
6.8635,229,0,84,123,9564
6.87109,229,0,83,124,9564
6.87895,229,0,82,125,9564
6.87914,230,0,82,125,9563
6.89966,231,0,82,125,9562
6.91801,230,0,83,125,9562
6.92359,230,0,82,126,9562
6.92779,230,0,81,127,9562
6.92812,229,0,82,127,9562
6.9322,228,0,83,127,9562
6.94894,228,0,82,128,9562
6.95924,227,0,83,128,9562
6.96216,228,0,83,128,9561
6.96403,229,0,83,128,9560
6.96603,230,0,83,128,9559
6.9677,229,0,84,128,9559
6.98147,230,0,84,128,9558
6.98405,231,0,84,128,9557
6.99468,232,0,84,128,9556
7.00392,231,0,85,128,9556
7.01816,232,0,85,128,9555
7.0233,233,0,85,128,9554
7.03642,234,0,85,128,9553
7.03847,235,0,85,128,9552
7.04412,234,0,86,128,9552
7.04607,233,0,87,128,9552
7.05104,232,0,88,128,9552
7.06875,233,0,88,128,9551
7.07963,234,0,88,128,9550
7.09331,233,0,89,128,9550
7.10752,232,0,90,128,9550
7.12254,232,0,89,129,9550
7.13044,233,0,89,129,9549
7.13414,234,0,89,129,9548
7.14079,235,0,89,129,9547
7.14103,236,0,89,129,9546
7.15142,235,0,90,129,9546
7.15822,234,0,91,129,9546
7.16038,235,0,91,129,9545
7.16721,236,0,91,129,9544
7.17514,236,0,90,130,9544
7.18284,237,0,90,130,9543
7.1923,237,0,89,131,9543
7.19702,238,0,89,131,9542
7.2158,238,0,88,132,9542
7.21733,238,0,87,133,9542
7.21855,238,0,86,134,9542
7.22886,239,0,86,134,9541
7.23411,238,0,87,134,9541
7.23667,239,0,87,134,9540
7.24304,240,0,87,134,9539
7.25325,240,0,86,135,9539
7.26219,240,0,85,136,9539
7.27015,241,0,85,136,9538
7.27306,240,0,86,136,9538
7.2797,241,0,86,136,9537
7.28074,240,0,87,136,9537
7.28262,241,0,87,136,9536
7.29373,242,0,87,136,9535
7.30785,243,0,87,136,9534
7.31096,242,0,88,136,9534
7.31582,242,0,87,137,9534
7.31893,242,0,86,138,9534
7.32973,243,0,86,138,9533
7.34625,244,0,86,138,9532
7.35697,244,0,85,139,9532
7.35933,245,0,85,139,9531
7.38539,246,0,85,139,9530
7.38642,245,0,86,139,9530
7.38741,246,0,86,139,9529
7.39648,246,0,85,140,9529
7.403,247,0,85,140,9528
7.40358,248,0,85,140,9527
7.40814,247,0,86,140,9527
7.42107,247,0,85,141,9527
7.4224,247,0,84,142,9527
7.42359,247,0,83,143,9527
7.4328,246,0,84,143,9527
7.43977,247,0,84,143,9526
7.45264,247,0,83,144,9526
7.45872,247,0,82,145,9526
7.46336,246,0,83,145,9526
7.46954,246,0,82,146,9526
7.48504,245,0,83,146,9526
7.49348,245,0,82,147,9526
7.49896,244,0,83,147,9526
7.50731,243,0,84,147,9526
7.50761,244,0,84,147,9525
7.50779,244,0,83,148,9525
7.50845,245,0,83,148,9524
7.52188,246,0,83,148,9523
7.55965,247,0,83,148,9522
7.56267,247,0,82,149,9522
7.56519,246,0,83,149,9522
7.56558,245,0,84,149,9522
7.56615,244,0,85,149,9522
7.57253,245,0,85,149,9521
7.58278,246,0,85,149,9520
7.58522,245,0,86,149,9520
7.58743,245,0,85,150,9520
7.59436,244,0,86,150,9520
7.60481,245,0,86,150,9519
7.60553,244,0,87,150,9519
7.60575,245,0,87,150,9518
7.61415,246,0,87,150,9517
7.61525,246,0,86,151,9517
7.6211,247,0,86,151,9516
7.62379,246,0,87,151,9516
7.62898,246,0,86,152,9516
7.63164,246,0,85,153,9516
7.63277,247,0,85,153,9515
7.63291,248,0,85,153,9514
7.63384,249,0,85,153,9513
7.64038,248,0,86,153,9513
7.64091,247,0,87,153,9513
7.64148,246,0,88,153,9513
7.64594,247,0,88,153,9512
7.6531,246,0,89,153,9512
7.65474,247,0,89,153,9511
7.66562,247,0,88,154,9511
7.66938,247,0,87,155,9511
7.67177,247,0,86,156,9511
7.67777,248,0,86,156,9510
7.6922,249,0,86,156,9509
7.6969,250,0,86,156,9508
7.71187,249,0,87,156,9508
7.72508,250,0,87,156,9507
7.73102,249,0,88,156,9507
7.73514,249,0,87,157,9507
7.74185,248,0,88,157,9507
7.7533,249,0,88,157,9506
7.76069,250,0,88,157,9505
7.76751,249,0,89,157,9505
7.77188,250,0,89,157,9504
7.77485,249,0,90,157,9504
7.78554,250,0,90,157,9503
7.79497,249,0,91,157,9503
7.80808,248,0,92,157,9503
7.82148,248,0,91,158,9503
7.82622,247,0,92,158,9503
7.83141,248,0,92,158,9502
7.83888,248,0,91,159,9502
7.84728,249,0,91,159,9501
7.84956,250,0,91,159,9500
7.86082,249,0,92,159,9500
7.8787,250,0,92,159,9499
7.886,249,0,93,159,9499
7.88836,249,0,92,160,9499
7.89189,248,0,93,160,9499
7.9077,248,0,92,161,9499
7.90773,249,0,92,161,9498
7.91339,250,0,92,161,9497
7.9147,249,0,93,161,9497
7.91681,248,0,94,161,9497
7.91709,249,0,94,161,9496
7.92483,250,0,94,161,9495
7.9321,250,0,93,162,9495
7.93606,251,0,93,162,9494
7.937,250,0,94,162,9494
7.94651,251,0,94,162,9493
7.97346,250,0,95,162,9493
7.97425,251,0,95,162,9492
7.98045,252,0,95,162,9491
7.98526,253,0,95,162,9490
7.98615,254,0,95,162,9489
7.98703,255,0,95,162,9488
8.0044,255,0,94,163,9488
8.01847,254,0,95,163,9488
8.02339,254,0,94,164,9488
8.02504,255,0,94,164,9487
8.04908,255,0,93,165,9487
8.05225,256,0,93,165,9486
8.05241,256,0,92,166,9486
8.05271,256,0,91,167,9486
8.05667,257,0,91,167,9485
8.06341,257,0,90,168,9485
8.06592,256,0,91,168,9485
8.07013,257,0,91,168,9484
8.07681,257,0,90,169,9484
8.09248,257,0,89,170,9484
8.09302,258,0,89,170,9483
8.09364,259,0,89,170,9482
8.09731,260,0,89,170,9481
8.1102,259,0,90,170,9481
8.12381,260,0,90,170,9480
8.12887,260,0,89,171,9480
8.12971,259,0,90,171,9480
8.13366,258,0,91,171,9480
8.13989,257,0,92,171,9480
8.14031,258,0,92,171,9479
8.15048,259,0,92,171,9478
8.16391,258,0,93,171,9478
8.16837,259,0,93,171,9477
8.17047,260,0,93,171,9476
8.17235,260,0,92,172,9476
8.1831,261,0,92,172,9475
8.21251,261,0,91,173,9475
8.21296,262,0,91,173,9474
8.22806,263,0,91,173,9473
8.2293,263,0,90,174,9473
8.23971,264,0,90,174,9472
8.24334,264,0,89,175,9472
8.24605,265,0,89,175,9471
8.24647,266,0,89,175,9470
8.24831,265,0,90,175,9470
8.25993,265,0,89,176,9470
8.26048,264,0,90,176,9470
8.26441,263,0,91,176,9470
8.27312,262,0,92,176,9470
8.27394,262,0,91,177,9470
8.27465,263,0,91,177,9469
8.27469,262,0,92,177,9469
8.28743,262,0,91,178,9469
8.28774,263,0,91,178,9468
8.31855,262,0,92,178,9468
8.32772,261,0,93,178,9468
8.33253,260,0,94,178,9468
8.3378,261,0,94,178,9467
8.34478,260,0,95,178,9467
8.3611,261,0,95,178,9466
8.36247,260,0,96,178,9466
8.38046,260,0,95,179,9466
8.38239,259,0,96,179,9466
8.38564,258,0,97,179,9466
8.38582,259,0,97,179,9465
8.38883,259,0,96,180,9465
8.39454,260,0,96,180,9464
8.40154,259,0,97,180,9464
8.40443,260,0,97,180,9463
8.43054,261,0,97,180,9462
8.43168,262,0,97,180,9461
8.45185,263,0,97,180,9460
8.45534,264,0,97,180,9459
8.45763,265,0,97,180,9458
8.46412,265,0,96,181,9458
8.47476,265,0,95,182,9458
8.48264,266,0,95,182,9457
8.49428,265,0,96,182,9457
8.51648,266,0,96,182,9456
8.51716,265,0,97,182,9456
8.56912,265,0,96,183,9456
8.5728,264,0,97,183,9456
8.57631,263,0,98,183,9456
8.57983,263,0,97,184,9456
8.61618,263,0,96,185,9456
8.62149,262,0,97,185,9456
8.62519,263,0,97,185,9455
8.6255,263,0,96,186,9455
8.63276,262,0,97,186,9455
8.64158,261,0,98,186,9455
8.64305,262,0,98,186,9454
8.6464,263,0,98,186,9453
8.66726,264,0,98,186,9452
8.66758,263,0,99,186,9452
8.66854,264,0,99,186,9451
8.66863,264,0,98,187,9451
8.67151,263,0,99,187,9451
8.67813,262,0,100,187,9451
8.68439,263,0,100,187,9450
8.68779,262,0,101,187,9450
8.69285,263,0,101,187,9449
