Time,E,H,I,R,S
3.20929,153,1,53,22,9771
3.22011,153,1,52,23,9771
3.24088,154,1,52,23,9770
3.24211,154,1,51,24,9770
3.25223,153,1,52,24,9770
3.27338,152,1,53,24,9770
3.29208,153,1,53,24,9769
3.29633,154,1,53,24,9768
3.30009,155,1,53,24,9767
3.30144,156,1,53,24,9766
3.34031,157,1,53,24,9765
3.34812,158,1,53,24,9764
3.36204,158,1,52,25,9764
3.3786,157,1,53,25,9764
3.38052,158,1,53,25,9763
3.38384,159,1,53,25,9762
3.3856,160,1,53,25,9761
3.42834,161,1,53,25,9760
3.43041,161,1,52,26,9760
3.43062,162,1,52,26,9759
3.44951,163,1,52,26,9758
3.45525,162,1,53,26,9758
3.46349,163,1,53,26,9757
3.46528,164,1,53,26,9756
3.47182,163,1,54,26,9756
3.48179,164,1,54,26,9755
3.48443,164,1,53,27,9755
3.48779,165,1,53,27,9754
3.53293,166,1,53,27,9753
3.55262,166,1,52,28,9753
3.56894,167,1,52,28,9752
3.57058,168,1,52,28,9751
3.57194,167,1,53,28,9751
3.57346,166,1,54,28,9751
3.59263,165,1,55,28,9751
3.59367,166,1,55,28,9750
3.59383,167,1,55,28,9749
3.59755,168,1,55,28,9748
3.60109,167,1,56,28,9748
3.60504,166,1,57,28,9748
3.62434,167,1,57,28,9747
3.63755,168,1,57,28,9746
3.64099,169,1,57,28,9745
3.66195,170,1,57,28,9744
3.66211,169,1,58,28,9744
3.66266,168,1,59,28,9744
3.67691,169,1,59,28,9743
3.68858,168,1,60,28,9743
3.71013,169,1,60,28,9742
3.7155,168,1,61,28,9742
3.71887,167,1,62,28,9742
3.71943,166,1,63,28,9742
3.72325,165,1,64,28,9742
3.72335,166,1,64,28,9741
3.72427,167,1,64,28,9740
3.73529,166,1,65,28,9740
3.73729,165,1,66,28,9740
3.73879,166,1,66,28,9739
3.75064,167,1,66,28,9738
3.76485,168,1,66,28,9737
3.77854,167,1,67,28,9737
3.79216,168,1,67,28,9736
3.80226,168,1,66,29,9736
3.82999,167,1,67,29,9736
3.83093,168,1,67,29,9735
3.83239,167,1,68,29,9735
3.84879,167,1,67,30,9735
3.84948,168,1,67,30,9734
3.85341,169,1,67,30,9733
3.85564,168,1,68,30,9733
3.85606,168,1,67,31,9733
3.85756,167,1,68,31,9733
3.86269,166,1,69,31,9733
3.86926,166,1,68,32,9733
3.87573,165,1,69,32,9733
3.87832,164,1,70,32,9733
3.89632,163,1,71,32,9733
3.9077,162,1,72,32,9733
3.9192,163,1,72,32,9732
3.93129,164,1,72,32,9731
3.95211,165,1,72,32,9730
3.97917,164,1,73,32,9730
3.98658,165,1,73,32,9729
3.98845,164,1,74,32,9729
3.99362,165,1,74,32,9728
4.0036,166,1,74,32,9727
4.0043,167,1,74,32,9726
4.01056,166,1,75,32,9726
4.01284,165,1,76,32,9726
4.01326,164,1,77,32,9726
4.01397,164,1,76,33,9726
4.01828,163,1,77,33,9726
4.02944,162,1,78,33,9726
4.03034,163,1,78,33,9725
4.03227,162,1,79,33,9725
4.04334,163,1,79,33,9724
4.07986,164,1,79,33,9723
4.08512,163,1,80,33,9723
4.08785,164,1,80,33,9722
4.09564,164,1,79,34,9722
4.09763,163,1,80,34,9722
4.10395,164,1,80,34,9721
4.10396,164,1,79,35,9721
4.10607,165,1,79,35,9720
4.11305,164,1,80,35,9720
4.11365,163,1,81,35,9720
4.12691,163,1,80,36,9720
4.12857,164,1,80,36,9719
4.14591,165,1,80,36,9718
4.14658,166,1,80,36,9717
4.15411,167,1,80,36,9716
4.19034,167,1,79,37,9716
4.19412,168,1,79,37,9715
4.19793,167,1,80,37,9715
4.20904,168,1,80,37,9714
4.22803,169,1,80,37,9713
4.23585,169,1,79,38,9713
4.26037,170,1,79,38,9712
4.263,171,1,79,38,9711
4.2653,171,1,78,39,9711
4.26721,172,1,78,39,9710
4.26813,173,1,78,39,9709
4.26979,174,1,78,39,9708
4.27961,175,1,78,39,9707
4.28737,176,1,78,39,9706
4.30039,177,1,78,39,9705
4.33308,176,1,79,39,9705
4.33777,177,1,79,39,9704
4.3422,176,1,80,39,9704
4.34535,177,1,80,39,9703
4.34958,176,1,81,39,9703
4.36725,177,1,81,39,9702
4.37434,176,1,82,39,9702
4.38021,175,1,83,39,9702
