Time,E,H,I,R,S
0.0306718,134,0,10,0,9856
0.0432784,133,0,11,0,9856
0.0444383,132,0,12,0,9856
0.0465336,131,0,13,0,9856
0.0503124,130,0,14,0,9856
0.0851692,131,0,14,0,9855
0.126134,132,0,14,0,9854
0.135179,131,0,15,0,9854
0.145129,130,0,16,0,9854
0.157035,129,0,17,0,9854
0.183412,128,0,18,0,9854
0.205705,127,0,19,0,9854
0.248361,126,0,20,0,9854
0.289274,127,0,20,0,9853
0.302639,127,0,19,1,9853
0.319074,126,0,20,1,9853
0.321015,127,0,20,1,9852
0.327377,126,0,21,1,9852
0.330939,127,0,21,1,9851
0.331289,128,0,21,1,9850
0.336977,129,0,21,1,9849
0.404398,128,0,22,1,9849
0.412637,127,0,23,1,9849
0.433428,126,0,24,1,9849
0.435401,125,0,25,1,9849
0.444462,124,0,26,1,9849
0.463177,124,0,25,2,9849
0.48181,124,0,24,3,9849
0.483695,125,0,24,3,9848
0.505423,125,0,23,4,9848
0.563392,124,0,24,4,9848
0.652402,123,0,25,4,9848
0.744334,124,0,25,4,9847
0.745146,123,0,26,4,9847
0.75293,122,0,27,4,9847
0.753116,121,0,28,4,9847
0.810333,122,0,28,4,9846
0.846861,123,0,28,4,9845
0.853648,122,0,29,4,9845
0.865675,122,0,28,5,9845
0.868081,122,0,27,6,9845
0.895622,122,0,26,7,9845
0.936996,121,0,27,7,9845
0.950163,122,0,27,7,9844
0.966281,121,0,28,7,9844
0.966414,120,0,29,7,9844
0.978048,119,0,30,7,9844
1.00443,120,0,30,7,9843
1.0224,119,0,31,7,9843
1.09577,120,0,31,7,9842
1.10257,121,0,31,7,9841
1.10846,122,0,31,7,9840
1.11579,123,0,31,7,9839
1.14219,124,0,31,7,9838
1.1621,125,0,31,7,9837
1.20046,124,0,32,7,9837
1.216,123,0,33,7,9837
1.24215,123,0,32,8,9837
1.24317,124,0,32,8,9836
1.24537,125,0,32,8,9835
1.25359,124,0,33,8,9835
1.26314,125,0,33,8,9834
1.27985,124,0,34,8,9834
1.30926,125,0,34,8,9833
1.31231,126,0,34,8,9832
1.33617,127,0,34,8,9831
1.34162,128,0,34,8,9830
1.35866,129,0,34,8,9829
1.36246,130,0,34,8,9828
1.37367,131,0,34,8,9827
1.39617,130,0,35,8,9827
1.40004,130,0,34,9,9827
1.42235,131,0,34,9,9826
1.43156,132,0,34,9,9825
1.49579,131,0,35,9,9825
1.52375,132,0,35,9,9824
1.53755,132,0,34,10,9824
1.54994,133,0,34,10,9823
