Time,E,H,I,R,S
0.0186637,134,0,10,0,9856
0.0267011,133,0,11,0,9856
0.0547408,134,0,11,0,9855
0.0581459,133,0,12,0,9855
0.0817604,132,0,13,0,9855
0.108895,131,0,14,0,9855
0.150971,131,0,13,1,9855
0.152703,130,0,14,1,9855
0.180846,129,0,15,1,9855
0.214749,128,0,16,1,9855
0.227008,129,0,16,1,9854
0.236322,129,0,15,2,9854
0.274119,128,0,16,2,9854
0.278177,129,0,16,2,9853
0.316535,128,0,17,2,9853
0.318177,129,0,17,2,9852
0.381022,129,0,16,3,9852
0.418428,128,0,17,3,9852
0.421143,127,0,18,3,9852
0.468084,126,0,19,3,9852
0.474265,125,0,20,3,9852
0.520249,126,0,20,3,9851
0.527511,126,0,19,4,9851
0.546301,127,0,19,4,9850
0.561645,128,0,19,4,9849
0.593313,128,0,18,5,9849
0.599598,129,0,18,5,9848
0.628881,130,0,18,5,9847
0.653267,129,0,19,5,9847
0.709296,128,0,20,5,9847
0.733237,129,0,20,5,9846
0.776637,129,0,19,6,9846
0.779988,128,0,20,6,9846
0.810235,127,0,21,6,9846
0.879632,128,0,21,6,9845
0.917607,127,0,22,6,9845
0.921663,126,0,23,6,9845
0.924886,125,0,24,6,9845
0.951788,124,0,25,6,9845
1.00306,125,0,25,6,9844
1.0067,125,0,24,7,9844
1.03699,126,0,24,7,9843
1.04694,125,0,25,7,9843
1.06312,124,0,26,7,9843
1.0676,125,0,26,7,9842
1.06957,124,0,27,7,9842
1.09277,125,0,27,7,9841
1.12076,124,0,28,7,9841
1.13457,123,0,29,7,9841
1.14176,123,0,28,8,9841
1.15441,124,0,28,8,9840
1.23431,125,0,28,8,9839
1.23478,125,0,27,9,9839
1.23547,126,0,27,9,9838
1.27936,125,0,28,9,9838
1.28826,126,0,28,9,9837
1.28874,125,0,29,9,9837
1.29715,124,0,30,9,9837
1.30768,125,0,30,9,9836
1.32198,124,0,31,9,9836
1.33023,123,0,32,9,9836
1.36503,122,0,33,9,9836
1.36967,121,0,34,9,9836
1.40212,122,0,34,9,9835
1.40439,121,0,35,9,9835
1.40463,120,0,36,9,9835
1.42399,121,0,36,9,9834
1.4366,120,0,37,9,9834
1.45013,121,0,37,9,9833
1.45724,120,0,38,9,9833
1.46102,121,0,38,9,9832
1.46986,122,0,38,9,9831
1.49501,121,0,39,9,9831
1.53303,120,0,40,9,9831
1.54607,119,0,41,9,9831
1.55009,120,0,41,9,9830
1.56536,121,0,41,9,9829
1.57359,122,0,41,9,9828
1.58008,123,0,41,9,9827
1.58559,124,0,41,9,9826
1.58606,123,0,42,9,9826
1.59215,122,0,43,9,9826
1.62861,123,0,43,9,9825
1.64961,124,0,43,9,9824
1.66224,125,0,43,9,9823
1.66379,124,0,44,9,9823
1.68902,123,0,45,9,9823
1.69089,123,0,44,10,9823
1.71291,124,0,44,10,9822
1.73434,125,0,44,10,9821
1.73833,125,0,43,11,9821
1.77378,125,0,42,12,9821
1.77438,124,0,43,12,9821
1.77932,125,0,43,12,9820
1.79122,126,0,43,12,9819
1.82683,127,0,43,12,9818
1.82951,126,0,44,12,9818
1.83374,127,0,44,12,9817
1.8422,128,0,44,12,9816
1.84428,128,0,43,13,9816
1.8551,129,0,43,13,9815
1.883,130,0,43,13,9814
1.89441,129,0,44,13,9814
1.90319,130,0,44,13,9813
1.90331,131,0,44,13,9812
1.90623,131,0,43,14,9812
1.90666,131,0,42,15,9812
1.92355,131,0,41,16,9812
1.9521,132,0,41,16,9811
1.96335,133,0,41,16,9810
1.96349,132,0,42,16,9810
1.98153,131,0,43,16,9810
1.9992,131,0,42,17,9810
2.00118,130,0,43,17,9810
2.01547,131,0,43,17,9809
2.01679,131,0,42,18,9809
2.04045,132,0,42,18,9808
2.04051,133,0,42,18,9807
2.04868,133,0,41,19,9807
2.05795,133,0,40,20,9807
2.07633,134,0,40,20,9806
2.07878,135,0,40,20,9805
2.07986,136,0,40,20,9804
2.08628,137,0,40,20,9803
2.09066,137,0,39,21,9803
2.1541,136,0,40,21,9803
2.16815,136,0,39,22,9803
2.17005,137,0,39,22,9802
2.17163,138,0,39,22,9801
2.17894,137,0,40,22,9801
2.1825,138,0,40,22,9800
2.19383,137,0,41,22,9800
2.23186,137,0,40,23,9800
2.23244,138,0,40,23,9799
2.23523,137,0,41,23,9799
2.2383,138,0,41,23,9798
2.26168,139,0,41,23,9797
2.26555,140,0,41,23,9796
2.31298,141,0,41,23,9795
2.34721,140,0,42,23,9795
2.36251,141,0,42,23,9794
2.38813,141,0,41,24,9794
2.42267,142,0,41,24,9793
2.43266,141,0,42,24,9793
2.45936,142,0,42,24,9792
2.46527,143,0,42,24,9791
2.47201,142,0,43,24,9791
2.47433,143,0,43,24,9790
2.56873,144,0,43,24,9789
2.5873,143,0,44,24,9789
2.62886,144,0,44,24,9788
2.64039,143,0,45,24,9788
2.67569,143,0,44,25,9788
2.68631,142,0,45,25,9788
2.68815,141,0,46,25,9788
2.70044,142,0,46,25,9787
2.70584,143,0,46,25,9786
2.71356,144,0,46,25,9785
2.72197,143,0,47,25,9785
2.72478,143,0,46,26,9785
2.73335,142,0,47,26,9785
2.73917,143,0,47,26,9784
2.74572,144,0,47,26,9783
2.77029,143,0,48,26,9783
2.77581,143,0,47,27,9783
2.79392,144,0,47,27,9782
2.80868,145,0,47,27,9781
2.82777,144,0,48,27,9781
2.84265,145,0,48,27,9780
2.84555,145,0,47,28,9780
2.85545,144,0,48,28,9780
2.87251,145,0,48,28,9779
2.89628,145,0,47,29,9779
2.89798,144,0,48,29,9779
2.92148,145,0,48,29,9778
2.92382,146,0,48,29,9777
2.92712,147,0,48,29,9776
2.93051,147,0,47,30,9776
2.93994,146,0,48,30,9776
2.96132,147,0,48,30,9775
2.97879,146,0,49,30,9775
2.98699,145,0,50,30,9775
2.9956,144,0,51,30,9775
3.00648,143,0,52,30,9775
3.00669,142,0,53,30,9775
3.01666,141,0,54,30,9775
3.01893,142,0,54,30,9774
3.02183,143,0,54,30,9773
3.02886,143,0,53,31,9773
3.05921,144,0,53,31,9772
3.06651,145,0,53,31,9771
3.08201,146,0,53,31,9770
3.08347,147,0,53,31,9769
3.08383,148,0,53,31,9768
3.08914,149,0,53,31,9767
3.10401,148,0,54,31,9767
3.10406,147,0,55,31,9767
3.10413,146,0,56,31,9767
3.10518,145,0,57,31,9767
3.11443,145,0,56,32,9767
3.11624,146,0,56,32,9766
3.13151,145,0,57,32,9766
3.13484,146,0,57,32,9765
3.13659,147,0,57,32,9764
3.13757,148,0,57,32,9763
3.14717,149,0,57,32,9762
3.14961,148,0,58,32,9762
3.15602,149,0,58,32,9761
3.16674,148,0,59,32,9761
3.17423,149,0,59,32,9760
3.21305,150,0,59,32,9759
3.23315,151,0,59,32,9758
3.24765,150,0,60,32,9758
3.25645,149,0,61,32,9758
3.25938,150,0,61,32,9757
3.27866,151,0,61,32,9756
3.29337,151,0,60,33,9756
3.29576,152,0,60,33,9755
3.2981,152,0,59,34,9755
3.32091,151,0,60,34,9755
3.32447,152,0,60,34,9754
3.32912,153,0,60,34,9753
3.33384,152,0,61,34,9753
3.34175,151,0,62,34,9753
3.34195,152,0,62,34,9752
3.3562,153,0,62,34,9751
3.36173,152,0,63,34,9751
3.36724,153,0,63,34,9750
3.36952,154,0,63,34,9749
3.37116,153,0,64,34,9749
3.38992,154,0,64,34,9748
3.39948,153,0,65,34,9748
3.40568,154,0,65,34,9747
3.40598,155,0,65,34,9746
3.40906,156,0,65,34,9745
3.41226,155,0,66,34,9745
3.41526,154,0,67,34,9745
3.41594,155,0,67,34,9744
3.43434,156,0,67,34,9743
3.46981,157,0,67,34,9742
3.48107,157,0,66,35,9742
3.49538,156,0,67,35,9742
3.5204,155,0,68,35,9742
3.53161,156,0,68,35,9741
3.55215,155,0,69,35,9741
3.56267,154,0,70,35,9741
3.59103,155,0,70,35,9740
3.59117,154,0,71,35,9740
3.59903,153,0,72,35,9740
3.60826,153,0,71,36,9740
3.62337,154,0,71,36,9739
3.63034,155,0,71,36,9738
3.6343,154,0,72,36,9738
3.64248,155,0,72,36,9737
3.64361,156,0,72,36,9736
3.64639,157,0,72,36,9735
3.64806,158,0,72,36,9734
3.65413,157,0,73,36,9734
3.65974,157,0,72,37,9734
3.68166,158,0,72,37,9733
3.69596,157,0,73,37,9733
3.69614,156,0,74,37,9733
3.70966,157,0,74,37,9732
3.71489,158,0,74,37,9731
3.7258,159,0,74,37,9730
3.72709,158,0,75,37,9730
3.73523,157,0,76,37,9730
3.73841,158,0,76,37,9729
3.77397,159,0,76,37,9728
3.79162,160,0,76,37,9727
3.79691,160,0,75,38,9727
3.84405,161,0,75,38,9726
3.8532,160,0,76,38,9726
3.85398,161,0,76,38,9725
3.87037,162,0,76,38,9724
3.87159,161,0,77,38,9724
3.88208,161,0,76,39,9724
3.88764,162,0,76,39,9723
3.89861,163,0,76,39,9722
3.92319,164,0,76,39,9721
3.93421,165,0,76,39,9720
3.93654,166,0,76,39,9719
3.95056,167,0,76,39,9718
3.97035,167,0,75,40,9718
3.97347,166,0,76,40,9718
3.98846,167,0,76,40,9717
3.99347,168,0,76,40,9716
3.99471,168,0,75,41,9716
4.01954,168,0,74,42,9716
4.04782,169,0,74,42,9715
4.04894,169,0,73,43,9715
4.07097,170,0,73,43,9714
4.08041,171,0,73,43,9713
4.08219,172,0,73,43,9712
4.10057,172,0,72,44,9712
4.11101,171,0,73,44,9712
4.11154,172,0,73,44,9711
4.11469,173,0,73,44,9710
4.12398,172,0,74,44,9710
4.13379,171,0,75,44,9710
4.13694,171,0,74,45,9710
4.15381,172,0,74,45,9709
4.15444,171,0,75,45,9709
4.15586,172,0,75,45,9708
4.16219,173,0,75,45,9707
4.1687,174,0,75,45,9706
4.18354,175,0,75,45,9705
4.19103,174,0,76,45,9705
4.20643,175,0,76,45,9704
4.21065,176,0,76,45,9703
4.23411,177,0,76,45,9702
4.24517,176,0,77,45,9702
4.24607,177,0,77,45,9701
4.24661,178,0,77,45,9700
4.24987,177,0,78,45,9700
4.25537,176,0,79,45,9700
4.26727,175,0,80,45,9700
4.27322,174,0,81,45,9700
4.28472,175,0,81,45,9699
4.30006,176,0,81,45,9698
4.31554,175,0,82,45,9698
4.3193,174,0,83,45,9698
4.32155,173,0,84,45,9698
4.33354,172,0,85,45,9698
4.33781,172,0,84,46,9698
4.33967,171,0,85,46,9698
4.37024,172,0,85,46,9697
4.37141,172,0,84,47,9697
4.38319,173,0,84,47,9696
4.39373,172,0,85,47,9696
4.40276,173,0,85,47,9695
4.41026,174,0,85,47,9694
4.41036,173,0,86,47,9694
4.41066,172,0,87,47,9694
4.42317,171,0,88,47,9694
4.4249,170,0,89,47,9694
4.4276,171,0,89,47,9693
4.42846,172,0,89,47,9692
4.43488,173,0,89,47,9691
4.45286,174,0,89,47,9690
4.46557,175,0,89,47,9689
4.46977,175,0,88,48,9689
4.47638,176,0,88,48,9688
4.47779,177,0,88,48,9687
4.48536,178,0,88,48,9686
4.48575,178,0,87,49,9686
4.49046,178,0,86,50,9686
4.50316,179,0,86,50,9685
4.50541,179,0,85,51,9685
4.5085,180,0,85,51,9684
4.51049,181,0,85,51,9683
4.53267,181,0,84,52,9683
4.54031,182,0,84,52,9682
4.55798,183,0,84,52,9681
4.56768,184,0,84,52,9680
4.572,185,0,84,52,9679
4.59855,184,0,85,52,9679
4.60871,183,0,86,52,9679
4.62189,184,0,86,52,9678
4.62718,184,0,85,53,9678
4.63569,185,0,85,53,9677
4.63868,186,0,85,53,9676
4.65647,187,0,85,53,9675
4.67917,188,0,85,53,9674
4.6817,187,0,86,53,9674
4.68412,188,0,86,53,9673
4.69647,189,0,86,53,9672
4.70743,190,0,86,53,9671
4.71999,191,0,86,53,9670
4.7212,191,0,85,54,9670
4.72776,191,0,84,55,9670
4.72967,192,0,84,55,9669
4.7319,193,0,84,55,9668
4.73727,194,0,84,55,9667
4.73997,193,0,85,55,9667
4.74158,192,0,86,55,9667
4.74172,191,0,87,55,9667
4.75508,190,0,88,55,9667
4.79837,191,0,88,55,9666
4.80349,191,0,87,56,9666
4.80584,190,0,88,56,9666
4.82063,191,0,88,56,9665
4.8222,192,0,88,56,9664
4.82222,192,0,87,57,9664
4.82747,192,0,86,58,9664
4.84186,193,0,86,58,9663
4.84321,194,0,86,58,9662
4.85794,193,0,87,58,9662
4.86139,194,0,87,58,9661
4.86506,195,0,87,58,9660
4.8661,194,0,88,58,9660
4.86699,195,0,88,58,9659
4.86773,194,0,89,58,9659
4.87271,195,0,89,58,9658
4.87278,196,0,89,58,9657
4.87327,196,0,88,59,9657
4.87334,196,0,87,60,9657
4.87893,196,0,86,61,9657
4.88406,197,0,86,61,9656
4.89921,198,0,86,61,9655
4.90116,199,0,86,61,9654
4.9019,198,0,87,61,9654
4.90783,198,0,86,62,9654
4.90808,199,0,86,62,9653
4.93185,200,0,86,62,9652
4.93492,201,0,86,62,9651
4.93779,202,0,86,62,9650
4.93994,203,0,86,62,9649
4.95129,204,0,86,62,9648
4.95477,205,0,86,62,9647
4.95537,204,0,87,62,9647
4.96028,205,0,87,62,9646
